target_contrast_gene_name,Rest,Stim8hr,Stim48hr
SMARCAL1,4.0,3.0,3.0
SMARCB1,2130.0,1921.0,1037.0
SMARCC1,138.0,131.0,201.0
SMARCC2,2.0,16.0,2.0
SMARCD1,101.0,54.0,84.0
SMARCD2,61.0,24.0,11.0
SMARCD3,,,139.0
SMARCE1,2380.0,3267.0,1586.0
SMCHD1,9.0,2.0,2.0
SMCO4,1.0,2.0,1.0
SMCR8,1.0,1.0,3.0
SMDT1,2.0,8.0,8.0
SMG1,2034.0,2684.0,1705.0
SMG5,231.0,,105.0
SMG6,11.0,18.0,3.0
SMG7,1668.0,1765.0,905.0
SMG8,576.0,756.0,645.0
SMG9,420.0,941.0,1012.0
SMIM1,17.0,5.0,4.0
SMIM10L1,3.0,3.0,3.0
SMIM11,0.0,0.0,0.0
SMIM12,1.0,3.0,1.0
SMIM13,1.0,1.0,2.0
SMIM14,0.0,0.0,1.0
SMIM15,2.0,4.0,10.0
SMIM19,1.0,2.0,1.0
SMIM20,1.0,1.0,2.0
SMIM22,3.0,2.0,0.0
SMIM24,16.0,23.0,29.0
SMIM29,7.0,5.0,8.0
SMIM3,7.0,2.0,2.0
SMIM5,0.0,0.0,1.0
SMIM7,,46.0,132.0
SMIM8,,,16.0
SMKR1,0.0,1.0,2.0
SMNDC1,11.0,5.0,1.0
SMOX,0.0,2.0,2.0
SMPD1,3.0,2.0,74.0
SMPD2,1.0,3.0,1.0
SMPD3,0.0,0.0,0.0
SMPD4,2.0,1.0,1.0
SMR3B,2.0,5.0,4.0
SMS,74.0,53.0,32.0
SMTN,1.0,1.0,1.0
SMTNL1,0.0,1.0,0.0
SMUG1,1.0,3.0,4.0
SMURF1,6.0,8.0,1.0
SMURF2,2.0,1.0,2.0
SMYD2,10.0,10.0,5.0
SMYD3,6.0,6.0,8.0
SMYD5,2.0,1.0,1.0
SNAI1,0.0,1.0,0.0
SNAI2,2.0,0.0,0.0
SNAI3,3.0,1.0,4.0
SNAP23,88.0,36.0,188.0
SNAP25,5.0,0.0,0.0
SNAP29,19.0,407.0,2.0
SNAP47,4.0,2.0,2.0
SNAPC1,,37.0,4.0
SNAPC3,5.0,6.0,19.0
SNAPIN,2.0,2.0,2.0
SNCA,2.0,2.0,0.0
SND1,26.0,105.0,363.0
SNED1,0.0,0.0,0.0
SNF8,1.0,4.0,
SNHG32,2.0,4.0,1.0
SNN,3.0,2.0,2.0
SNPH,181.0,10.0,12.0
SNRK,5.0,6.0,4.0
SNRNP40,6.0,159.0,
SNRPA,0.0,2.0,6.0
SNRPB,21.0,3.0,3.0
SNRPB2,12.0,154.0,48.0
SNTA1,16.0,16.0,11.0
SNTB1,197.0,16.0,
SNTB2,2.0,6.0,4.0
SNU13,1.0,1.0,182.0
SNUPN,152.0,65.0,131.0
SNURF,1.0,3.0,3.0
SNX1,64.0,3.0,1.0
SNX10,6.0,1.0,1.0
SNX11,2.0,2.0,3.0
SNX12,1.0,1.0,1.0
SNX13,1.0,1.0,1.0
SNX14,3.0,2.0,3.0
SNX16,2.0,1.0,2.0
SNX17,1.0,1.0,1.0
SNX18,0.0,0.0,1.0
SNX19,1.0,2.0,2.0
SNX2,27.0,8.0,4.0
SNX20,2.0,1.0,1.0
SNX24,1.0,0.0,1.0
SNX25,,2.0,2.0
SNX27,5.0,2.0,4.0
SNX29,0.0,2.0,1.0
SNX3,1.0,4.0,3.0
SNX30,2.0,1.0,2.0
SNX33,2.0,6.0,6.0
SNX4,16.0,7.0,1.0
SNX5,0.0,0.0,1.0
SNX6,2.0,1.0,1.0
SNX8,21.0,15.0,1.0
SNX9,9.0,6.0,2.0
SOAT1,1.0,1.0,1.0
SOAT2,0.0,0.0,0.0
SOCS1,2.0,5.0,1.0
SOCS2,3.0,2.0,4.0
SOCS3,94.0,162.0,35.0
SOCS4,525.0,107.0,299.0
SOCS5,811.0,3.0,3.0
SOCS7,2.0,5.0,6.0
SOD2,6.0,73.0,7.0
SOHLH1,1.0,0.0,0.0
SOHLH2,2.0,1.0,2.0
SORBS2,1.0,2.0,1.0
SORBS3,4.0,0.0,0.0
SORCS3,0.0,1.0,0.0
SORD,0.0,1.0,1.0
SORL1,4.0,16.0,27.0
SOS1,3.0,3.0,5.0
SOS2,6.0,327.0,2.0
SOWAHC,0.0,0.0,0.0
SOX1,3.0,6.0,1.0
SOX10,1.0,1.0,5.0
SOX11,0.0,1.0,0.0
SOX12,1.0,0.0,0.0
SOX13,3.0,3.0,9.0
SOX14,1.0,0.0,9.0
SOX15,1.0,2.0,0.0
SOX17,0.0,0.0,0.0
SOX18,1.0,5.0,6.0
SOX2,0.0,1.0,0.0
SOX21,0.0,0.0,1.0
SOX3,1.0,0.0,2.0
SOX30,0.0,0.0,1.0
SOX4,1.0,1.0,0.0
SOX5,0.0,0.0,0.0
SOX6,0.0,0.0,0.0
SOX7,0.0,0.0,1.0
SOX8,0.0,2.0,21.0
SOX9,0.0,0.0,0.0
SP1,129.0,222.0,407.0
SP100,230.0,307.0,126.0
SP110,9.0,5.0,10.0
SP140,5.0,1.0,1.0
SP140L,1170.0,3.0,2.0
SP2,382.0,1671.0,1021.0
SP3,16.0,14.0,113.0
SP4,12.0,22.0,5.0
SP5,45.0,97.0,23.0
SP6,0.0,0.0,0.0
SP7,0.0,1.0,1.0
SP8,25.0,24.0,12.0
SP9,0.0,0.0,0.0
SPACA6,0.0,0.0,0.0
SPACA9,0.0,0.0,0.0
SPACDR,0.0,0.0,0.0
SPAG1,9.0,0.0,0.0
SPAG16,4.0,1.0,3.0
SPAG4,0.0,0.0,2.0
SPAG5,1.0,1.0,3.0
SPAG7,6.0,61.0,21.0
SPAG8,,29.0,59.0
SPAG9,3.0,4.0,4.0
SPARC,0.0,3.0,1.0
SPARCL1,1.0,0.0,0.0
SPART,2.0,1.0,3.0
SPAST,1.0,1.0,4.0
SPATA13,0.0,1.0,1.0
SPATA2,6.0,6.0,14.0
SPATA20,1.0,5.0,9.0
SPATA24,2.0,0.0,3.0
SPATA25,0.0,15.0,4.0
SPATA2L,0.0,1.0,0.0
SPATA32,0.0,2.0,0.0
SPATA33,7.0,164.0,1.0
SPATA6,2.0,1.0,1.0
SPATA6L,0.0,0.0,2.0
SPATA7,0.0,0.0,3.0
SPATC1L,0.0,0.0,0.0
SPATS2,19.0,3.0,2.0
SPATS2L,1.0,2.0,2.0
SPCS1,4.0,2.0,1.0
SPCS2,4.0,23.0,2.0
SPDEF,1.0,0.0,0.0
SPDYA,6.0,5.0,4.0
SPDYE2,1.0,0.0,2.0
SPDYE3,9.0,1.0,0.0
SPECC1,0.0,2.0,1.0
SPECC1L,5.0,1.0,2.0
SPEF2,1.0,0.0,1.0
SPEG,1.0,0.0,1.0
SPEN,21.0,6.0,26.0
SPG11,1.0,3.0,2.0
SPG21,1.0,1.0,1.0
SPG7,1.0,3.0,3.0
SPHK1,9.0,5.0,116.0
SPHK2,1.0,3.0,1.0
SPI1,0.0,0.0,0.0
SPIB,0.0,0.0,0.0
SPIC,0.0,3.0,0.0
SPICE1,7.0,4.0,6.0
SPIDR,0.0,1.0,8.0
SPIN1,1.0,2.0,2.0
SPIN2B,0.0,0.0,0.0
SPIN3,0.0,13.0,5.0
SPIN4,1.0,1.0,2.0
SPINDOC,2.0,5.0,3.0
SPINK1,3.0,0.0,0.0
SPINK2,1.0,3.0,1.0
SPINK4,1.0,0.0,0.0
SPINT1,2.0,4.0,4.0
SPINT2,0.0,2.0,6.0
SPIRE1,0.0,1.0,1.0
SPMIP4,0.0,1.0,0.0
SPN,1.0,2.0,3.0
SPNS1,2.0,2.0,1.0
SPNS3,0.0,6.0,2.0
SPOCK2,1.0,1.0,1.0
SPON1,2.0,38.0,1.0
SPON2,0.0,0.0,1.0
SPOP,149.0,54.0,24.0
SPOPL,,,16.0
SPP1,0.0,0.0,0.0
SPPL2A,2.0,1.0,1.0
SPPL2B,7.0,6.0,3.0
SPPL3,3.0,4.0,1.0
SPR,8.0,8.0,4.0
SPRED2,7.0,0.0,16.0
SPRING1,17.0,18.0,102.0
SPRN,0.0,1.0,0.0
SPRTN,0.0,1.0,0.0
SPRY1,0.0,1.0,1.0
SPRY2,0.0,0.0,4.0
SPRYD3,5.0,1.0,2.0
SPRYD4,1.0,1.0,2.0
SPRYD7,1.0,1.0,2.0
SPSB1,8.0,1.0,1.0
SPSB2,52.0,35.0,3.0
SPSB3,152.0,0.0,10.0
SPTAN1,4.0,6.0,5.0
SPTB,1.0,5.0,4.0
SPTBN1,431.0,880.0,11.0
SPTBN5,2.0,16.0,16.0
SPTLC1,12.0,6.0,4.0
SPTLC2,43.0,221.0,232.0
SPTSSA,20.0,103.0,250.0
SPTSSB,59.0,1.0,3.0
SPTY2D1,12.0,13.0,9.0
SPZ1,0.0,0.0,0.0
SQLE,1.0,21.0,2.0
SQOR,7.0,6.0,6.0
SQSTM1,1.0,1.0,2.0
SRA1,,33.0,87.0
SRC,0.0,1.0,3.0
SRCAP,0.0,0.0,0.0
SRD5A1,190.0,74.0,4.0
SRD5A3,54.0,9.0,9.0
SREBF1,,20.0,73.0
SREBF2,7.0,12.0,93.0
SREK1,14.0,62.0,3.0
SREK1IP1,15.0,60.0,25.0
SRF,1044.0,6.0,13.0
SRGAP1,0.0,0.0,0.0
SRGAP2,0.0,1.0,0.0
SRGAP2B,4.0,3.0,4.0
SRGAP2C,0.0,6.0,3.0
SRGAP3,0.0,0.0,0.0
SRGN,3.0,2.0,3.0
SRI,7.0,4.0,6.0
SRM,6.0,115.0,29.0
SRP14,57.0,545.0,
SRP54,1.0,1.0,1.0
SRP68,2.0,15.0,2.0
SRP72,,,22.0
SRP9,2.0,235.0,3.0
SRPK1,44.0,1.0,5.0
SRPK2,2.0,2.0,1.0
SRPRB,,11.0,
SRR,466.0,813.0,278.0
SRRD,37.0,133.0,201.0
SRRM1,3.0,32.0,47.0
SRSF10,377.0,1147.0,824.0
SRSF11,507.0,79.0,88.0
SRSF2,0.0,3.0,0.0
SRSF4,9.0,2.0,5.0
SRSF5,23.0,11.0,27.0
SRSF6,12.0,53.0,99.0
SRSF8,10.0,11.0,12.0
SRSF9,3.0,4.0,10.0
SRXN1,3.0,6.0,2.0
SRY,0.0,2.0,0.0
SS18,17.0,25.0,11.0
SS18L1,48.0,38.0,34.0
SS18L2,8.0,4.0,432.0
SSB,652.0,1251.0,226.0
SSBP1,132.0,952.0,1363.0
SSBP2,1.0,1.0,1.0
SSBP3,3.0,1.0,4.0
SSBP4,2.0,1.0,2.0
SSH1,3.0,2.0,1.0
SSH3,0.0,0.0,1.0
SSNA1,1.0,4.0,2.0
SSR1,27.0,14.0,41.0
SSR2,82.0,50.0,72.0
SSR3,66.0,31.0,31.0
SSR4,4.0,10.0,14.0
SSTR3,0.0,0.0,2.0
SSX2IP,0.0,2.0,5.0
ST13,2.0,2.0,1.0
ST14,5.0,54.0,1.0
ST18,0.0,5.0,0.0
ST20,2.0,6.0,4.0
ST20-MTHFS,1.0,1.0,4.0
ST3GAL1,10.0,4.0,2.0
ST3GAL2,2.0,11.0,5.0
ST3GAL3,1.0,1.0,3.0
ST3GAL4,3.0,1.0,1.0
ST3GAL5,1.0,1.0,1.0
ST6GAL1,2.0,5.0,3.0
ST6GALNAC1,0.0,0.0,0.0
ST6GALNAC3,0.0,0.0,1.0
ST6GALNAC4,1.0,2.0,2.0
ST6GALNAC6,1150.0,16.0,7.0
ST7,1.0,1.0,3.0
ST7L,435.0,12.0,120.0
ST8SIA1,4.0,2.0,78.0
ST8SIA4,4.0,3.0,2.0
STAB1,0.0,0.0,1.0
STAC3,17.0,3.0,1.0
STAG1,22.0,39.0,1.0
STAG2,271.0,165.0,187.0
STAG3,1.0,3.0,5.0
STAM,2.0,3.0,1.0
STAM2,1.0,2.0,1.0
STAMBP,3.0,3.0,2.0
STAMBPL1,1.0,1.0,1.0
STAP1,74.0,0.0,1.0
STAP2,3.0,8.0,6.0
STARD10,855.0,,66.0
STARD3,1.0,1.0,1.0
STARD3NL,3.0,1.0,2.0
STARD4,3.0,7.0,13.0
STARD5,2.0,3.0,1.0
STARD7,2.0,4.0,149.0
STARD9,4.0,10.0,3.0
STAT1,18.0,46.0,2.0
STAT2,43.0,33.0,21.0
STAT3,925.0,1370.0,1593.0
STAT4,1.0,1.0,1.0
STAT5A,9.0,19.0,261.0
STAT5B,1135.0,595.0,1060.0
STAT6,3.0,233.0,1128.0
STATH,2.0,3.0,1.0
STAU1,4.0,4.0,3.0
STAU2,1.0,1.0,1.0
STC2,1.0,3.0,5.0
STEAP4,0.0,0.0,0.0
STEEP1,2.0,7.0,1.0
STIL,,42.0,
STIM1,5.0,81.0,10.0
STIM2,3.0,1.0,1.0
STIMATE-MUSTN1,4.0,3.0,4.0
STING1,2.0,1.0,3.0
STIP1,1029.0,1008.0,1446.0
STK10,23.0,9.0,3.0
STK11,1086.0,1171.0,405.0
STK11IP,3.0,1.0,1.0
STK16,4.0,8.0,2.0
STK17A,6.0,14.0,6.0
STK17B,1.0,0.0,0.0
STK19,706.0,3.0,4.0
STK24,4.0,10.0,3.0
STK25,39.0,33.0,8.0
STK26,1.0,1.0,1.0
STK3,,,7.0
STK32C,2.0,7.0,17.0
STK35,95.0,34.0,37.0
STK36,5.0,6.0,7.0
STK38,3.0,6.0,4.0
STK38L,1.0,1.0,2.0
STK39,7.0,2.0,4.0
STK4,4.0,2.0,1.0
STK40,229.0,56.0,166.0
STMN1,21.0,10.0,7.0
STMN3,1.0,0.0,1.0
STMP1,2.0,1.0,1.0
STN1,11.0,7.0,2.0
STOM,59.0,94.0,7.0
STOML1,7.0,3.0,34.0
STOML2,1.0,4.0,1.0
STON1,11.0,9.0,4.0
STON2,2.0,0.0,0.0
STOX1,0.0,8.0,1.0
STPG1,2.0,1.0,4.0
STRADA,1.0,1.0,1.0
STRADB,5.0,2.0,4.0
STRAP,1700.0,1216.0,850.0
STRBP,1.0,1.0,
STRIP1,3.0,5.0,2.0
STRIP2,1.0,1.0,3.0
STRN,13.0,7.0,6.0
STRN3,3.0,3.0,1.0
STRN4,11.0,18.0,
STS,,0.0,0.0
STT3A,25.0,46.0,2.0
STT3B,27.0,,
STUB1,39.0,67.0,6.0
STUM,0.0,0.0,2.0
STX10,6.0,6.0,9.0
STX11,2.0,3.0,5.0
STX12,1.0,3.0,1.0
STX16,216.0,1145.0,522.0
STX17,3.0,1.0,1.0
STX1A,0.0,1.0,1.0
STX1B,0.0,0.0,1.0
STX2,3.0,2.0,6.0
STX3,1.0,1.0,4.0
STX4,5.0,3.0,7.0
STX5,0.0,0.0,0.0
STX6,1.0,1.0,1.0
STX7,1.0,2.0,3.0
STX8,4.0,2.0,2.0
STXBP1,2.0,3.0,1.0
STXBP2,1.0,1.0,1.0
STXBP3,7.0,2.0,2.0
STXBP4,189.0,433.0,1032.0
STXBP5,,5.0,
STYX,25.0,34.0,3.0
STYXL1,170.0,578.0,584.0
SUB1,2.0,2.0,4.0
SUCLA2,2.0,8.0,4.0
SUCLG1,2.0,110.0,69.0
SUCLG2,4.0,1.0,
SUCO,2.0,2.0,2.0
SUFU,2.0,4.0,7.0
SUGP1,95.0,107.0,16.0
SUGP2,4.0,4.0,5.0
SUGT1,58.0,68.0,390.0
SULF2,1.0,7.0,17.0
SULT1A1,0.0,0.0,1.0
SULT1A3,6.0,16.0,2.0
SULT1A4,3.0,2.0,1.0
SULT1B1,1.0,0.0,0.0
SUMF1,2.0,3.0,4.0
SUMF2,1.0,1.0,2.0
SUMO1,3.0,4.0,5.0
SUMO2,14.0,30.0,21.0
SUMO3,11.0,38.0,38.0
SUN1,46.0,38.0,21.0
SUN2,2.0,2.0,2.0
SUOX,0.0,0.0,3.0
SUPT20H,3072.0,3948.0,3312.0
SUPT3H,558.0,1.0,2.0
SUPT4H1,455.0,38.0,38.0
SUPT7L,2929.0,4331.0,3645.0
SUPV3L1,9.0,44.0,66.0
SURF1,49.0,7.0,7.0
SURF2,0.0,2.0,1.0
SUSD3,1.0,1.0,1.0
SUSD4,1.0,0.0,0.0
SUSD6,5.0,2.0,3.0
SUV39H1,2.0,12.0,3.0
SUV39H2,7.0,7.0,11.0
SV2A,0.0,1.0,3.0
SVBP,1.0,2.0,1.0
SVIL,0.0,0.0,0.0
SVIP,1.0,1.0,1.0
SWAP70,3.0,3.0,3.0
SWI5,5.0,1.0,2.0
SWSAP1,4.0,4.0,7.0
SWT1,4.0,6.0,4.0
SYAP1,3.0,1.0,1.0
SYCE1L,0.0,0.0,2.0
SYCE2,0.0,0.0,1.0
SYCP2,4.0,2.0,1.0
SYDE2,0.0,2.0,1.0
SYF2,4.0,1.0,3.0
SYK,207.0,827.0,250.0
SYNC,4.0,1.0,1.0
SYNCRIP,37.0,14.0,55.0
SYNE1,0.0,1.0,0.0
SYNE2,1.0,2.0,1.0
SYNE3,0.0,1.0,0.0
SYNE4,1.0,4.0,2.0
SYNGAP1,3.0,2.0,3.0
SYNGR1,0.0,0.0,0.0
SYNGR2,1.0,1.0,4.0
SYNGR3,4.0,15.0,18.0
SYNJ1,1.0,1.0,2.0
SYNJ2,1.0,2.0,1.0
SYNJ2BP,1.0,1.0,1.0
SYNJ2BP-COX16,2.0,4.0,1.0
SYNM,0.0,1.0,1.0
SYNRG,2.0,2.0,2.0
SYP,0.0,0.0,0.0
SYPL1,2.0,5.0,3.0
SYT11,1.0,5.0,2.0
SYTL1,1.0,1.0,1.0
SYTL2,2.0,3.0,5.0
SYTL3,8.0,2.0,2.0
SYVN1,114.0,201.0,93.0
SZRD1,36.0,88.0,319.0
TAB1,1.0,1.0,1.0
TAB3,1.0,2.0,3.0
TAC4,1.0,0.0,0.0
TACC1,3.0,1.0,3.0
TACC2,3.0,4.0,4.0
TACO1,,21.0,15.0
TADA1,2944.0,3649.0,3114.0
TADA2A,9.0,53.0,281.0
TADA2B,4681.0,5920.0,5260.0
TADA3,231.0,139.0,41.0
TAF1,1.0,1.0,5.0
TAF11,1727.0,2930.0,1744.0
TAF12,1.0,1.0,4.0
TAF13,2190.0,3342.0,2100.0
TAF15,3.0,2.0,3.0
TAF1B,6.0,12.0,13.0
TAF1D,0.0,0.0,0.0
TAF3,12.0,14.0,13.0
TAF4,281.0,273.0,
TAF4B,9.0,3.0,0.0
TAF5L,609.0,288.0,237.0
TAF6,35.0,58.0,
TAF6L,3368.0,4639.0,3486.0
TAF9,9.0,3.0,0.0
TAF9B,4.0,4.0,1.0
TAFA1,1.0,0.0,2.0
TAFA2,7.0,4.0,3.0
TAFAZZIN,2.0,2.0,7.0
TAGAP,2.0,4.0,2.0
TAGLN,0.0,0.0,0.0
TAGLN2,1.0,1.0,2.0
TAGLN3,1.0,0.0,4.0
TAL1,1.0,0.0,0.0
TAL2,1.0,3.0,1.0
TALDO1,1.0,1.0,1.0
TAMALIN,3.0,1.0,1.0
TANGO2,2.0,1.0,4.0
TANK,10.0,22.0,33.0
TAOK1,1.0,1.0,1.0
TAOK2,165.0,1.0,2.0
TAOK3,2.0,1.0,2.0
TAP1,10.0,16.0,12.0
TAP2,4.0,2.0,3.0
TAPBP,11.0,10.0,10.0
TAPBPL,3.0,2.0,3.0
TAPT1,1.0,5.0,6.0
TARBP1,2.0,1.0,1.0
TARBP2,214.0,68.0,124.0
TARDBP,181.0,351.0,135.0
TARS2,663.0,1824.0,777.0
TARS3,1.0,1.0,1.0
TAS2R14,0.0,0.0,0.0
TAS2R20,1.0,0.0,0.0
TAS2R5,0.0,0.0,0.0
TASL,4.0,1.0,2.0
TASOR,286.0,374.0,360.0
TASOR2,1.0,28.0,41.0
TASP1,23.0,35.0,68.0
TATDN1,4.0,2.0,6.0
TATDN2,199.0,53.0,32.0
TATDN3,1.0,1.0,3.0
TAX1BP1,18.0,1.0,3.0
TAX1BP3,4.0,5.0,2.0
TBC1D1,6.0,10.0,13.0
TBC1D10A,125.0,6.0,3.0
TBC1D10B,4.0,20.0,4.0
TBC1D10C,2.0,1.0,15.0
TBC1D13,1.0,1.0,1.0
TBC1D14,103.0,1.0,2.0
TBC1D15,6.0,6.0,5.0
TBC1D16,0.0,1.0,1.0
TBC1D17,2.0,4.0,2.0
TBC1D19,9.0,9.0,7.0
TBC1D2,1.0,0.0,0.0
TBC1D20,5.0,2.0,6.0
TBC1D22A,3.0,3.0,3.0
TBC1D22B,2.0,2.0,1.0
TBC1D23,2.0,3.0,5.0
TBC1D24,1.0,1.0,1.0
TBC1D25,2.0,2.0,1.0
TBC1D2B,1.0,2.0,3.0
TBC1D31,18.0,68.0,10.0
TBC1D32,1.0,0.0,2.0
TBC1D3B,0.0,1.0,1.0
TBC1D3L,0.0,0.0,0.0
TBC1D4,1.0,2.0,2.0
TBC1D5,1.0,1.0,23.0
TBC1D7,2.0,4.0,1.0
TBC1D8,1.0,1.0,1.0
TBC1D9B,7.0,1.0,32.0
TBCA,759.0,78.0,286.0
TBCCD1,0.0,1.0,18.0
TBCEL,10.0,18.0,7.0
TBCK,6.0,4.0,4.0
TBK1,1.0,5.0,7.0
TBKBP1,1.0,1.0,4.0
TBL1X,61.0,133.0,61.0
TBL1XR1,135.0,125.0,427.0
TBL2,1.0,1.0,1.0
TBP,3.0,33.0,1.0
TBPL1,24.0,26.0,58.0
TBPL2,1.0,5.0,0.0
TBR1,2.0,2.0,3.0
TBRG1,19.0,25.0,36.0
TBRG4,0.0,3.0,2.0
TBX1,1.0,3.0,0.0
TBX10,0.0,0.0,2.0
TBX15,0.0,1.0,1.0
TBX18,0.0,0.0,0.0
TBX19,0.0,1.0,1.0
TBX2,2.0,2.0,21.0
TBX20,0.0,0.0,0.0
TBX21,40.0,308.0,403.0
TBX22,5.0,103.0,527.0
TBX3,1.0,1.0,0.0
TBX4,1.0,0.0,0.0
TBX5,7.0,0.0,0.0
TBX6,0.0,1.0,1.0
TBXA2R,5.0,1.0,18.0
TBXAS1,2.0,3.0,2.0
TC2N,1.0,2.0,6.0
TCAF1,,1.0,0.0
TCAF2,1.0,0.0,0.0
TCAIM,1.0,1.0,1.0
TCAP,0.0,0.0,0.0
TCEA1,15.0,251.0,19.0
TCEA2,1.0,1.0,2.0
TCEA3,1.0,40.0,
TCEAL1,484.0,1027.0,25.0
TCEAL2,1.0,7.0,31.0
TCEAL3,454.0,0.0,44.0
TCEAL4,3.0,3.0,4.0
TCEAL8,1.0,2.0,14.0
TCEAL9,3.0,2.0,1.0
TCEANC,1.0,0.0,0.0
TCEANC2,3.0,2.0,2.0
TCF12,5.0,1.0,1.0
TCF15,5.0,4.0,1.0
TCF19,9.0,7.0,9.0
TCF20,0.0,1.0,0.0
TCF21,0.0,0.0,31.0
TCF23,1.0,0.0,1.0
TCF24,0.0,2.0,0.0
TCF25,1.0,3.0,4.0
TCF3,1.0,2.0,3.0
TCF4,1.0,2.0,2.0
TCF7,3.0,3.0,2.0
TCF7L1,2.0,0.0,2.0
TCF7L2,0.0,0.0,0.0
TCFL5,30.0,1.0,1.0
TCHP,1.0,1.0,2.0
TCIM,2.0,0.0,0.0
TCIRG1,3.0,3.0,2.0
TCL1A,1.0,1.0,1.0
TCP11L1,0.0,1.0,0.0
TCP11L2,5.0,3.0,8.0
TCTA,1.0,4.0,5.0
TCTN1,1.0,3.0,2.0
TCTN2,0.0,1.0,8.0
TCTN3,1.0,2.0,2.0
TDG,5.0,3.0,3.0
TDP1,3.0,3.0,7.0
TDP2,2.0,2.0,2.0
TDRD3,1.0,23.0,2.0
TDRD7,1.0,0.0,2.0
TDRKH,2.0,2.0,3.0
TEAD1,1.0,2.0,2.0
TEAD2,26.0,14.0,20.0
TEAD3,4.0,2.0,5.0
TEAD4,20.0,11.0,45.0
TEC,0.0,0.0,2.0
TECPR1,2.0,3.0,2.0
TECPR2,0.0,1.0,7.0
TECR,4.0,1.0,0.0
TEDC1,48.0,18.0,5.0
TEDC2,132.0,32.0,0.0
TEF,1.0,0.0,0.0
TEFM,30.0,69.0,88.0
TEN1,,0.0,5.0
TENM4,0.0,0.0,0.0
TENT2,156.0,1358.0,61.0
TENT4A,9.0,4.0,3.0
TENT4B,0.0,2.0,0.0
TENT5A,0.0,2.0,0.0
TENT5C,48.0,107.0,66.0
TEP1,1363.0,192.0,4.0
TEPSIN,2.0,4.0,2.0
TERB1,0.0,0.0,0.0
TERF1,6.0,8.0,6.0
TERF2IP,2.0,4.0,1.0
TERT,0.0,1.0,0.0
TES,3.0,2.0,1.0
TESC,4.0,2.0,3.0
TESK1,3.0,1.0,6.0
TESK2,9.0,7.0,71.0
TESMIN,0.0,0.0,0.0
TESPA1,454.0,1975.0,141.0
TET2,125.0,58.0,56.0
TET3,6.0,3.0,6.0
TEX2,1.0,3.0,1.0
TEX22,22.0,3.0,12.0
TEX261,1.0,5.0,1.0
TEX264,3.0,1.0,1.0
TEX30,3.0,3.0,6.0
TEX56P,1.0,3.0,6.0
TF,0.0,0.0,1.0
TFAM,341.0,818.0,2961.0
TFAP2A,6.0,0.0,0.0
TFAP2B,0.0,0.0,0.0
TFAP2C,1.0,17.0,0.0
TFAP2D,0.0,0.0,0.0
TFAP2E,0.0,0.0,0.0
TFAP4,113.0,199.0,472.0
TFB1M,1.0,7.0,866.0
TFB2M,4.0,5.0,13.0
TFCP2,1.0,3.0,1.0
TFCP2L1,1.0,8.0,5.0
TFDP1,280.0,440.0,122.0
TFDP2,0.0,0.0,2.0
TFDP3,0.0,1.0,1.0
TFE3,6.0,1.0,15.0
TFEB,1.0,1.0,2.0
TFEC,0.0,0.0,0.0
TFF3,0.0,0.0,0.0
TFG,7.0,434.0,156.0
TFIP11,0.0,0.0,1.0
TFPI,0.0,2.0,0.0
TFPT,,210.0,
TG,2.0,2.0,3.0
TGDS,199.0,127.0,68.0
TGFA,1.0,3.0,1.0
TGFB1,3.0,1.0,5.0
TGFB3,3.0,5.0,2.0
TGFBI,0.0,0.0,0.0
TGFBR2,5.0,16.0,3.0
TGFBR3,1.0,3.0,1.0
TGFBRAP1,2.0,3.0,51.0
TGIF1,8.0,37.0,6.0
TGIF2,4.0,2.0,106.0
TGIF2-RAB5IF,5.0,6.0,9.0
TGIF2LX,0.0,0.0,
TGIF2LY,0.0,0.0,3.0
TGM1,0.0,0.0,0.0
TGOLN2,1.0,3.0,2.0
TGS1,4.0,30.0,
THADA,3.0,3.0,4.0
THAP10,1.0,1.0,8.0
THAP11,1547.0,1298.0,442.0
THAP12,244.0,1327.0,251.0
THAP2,94.0,170.0,151.0
THAP3,5.0,10.0,5.0
THAP5,90.0,5.0,66.0
THAP6,18.0,7.0,4.0
THAP7,14.0,19.0,14.0
THAP8,2.0,2.0,1.0
THAP9,9.0,1.0,0.0
THBS1,0.0,0.0,0.0
THBS3,4.0,1.0,0.0
THBS4,0.0,0.0,3.0
THEM4,1.0,3.0,2.0
THEM5,1.0,1.0,0.0
THEM6,1.0,1.0,1.0
THEMIS,3.0,3.0,3.0
THEMIS2,2.0,4.0,4.0
THG1L,152.0,186.0,19.0
THNSL1,14.0,9.0,3.0
THOC6,107.0,198.0,364.0
THOC7,5.0,39.0,7.0
THOP1,3.0,3.0,6.0
THRA,337.0,3.0,101.0
THRAP3,1200.0,836.0,260.0
THRB,1.0,0.0,0.0
THTPA,0.0,3.0,0.0
THUMPD1,3.0,1.0,18.0
THUMPD2,1.0,3.0,3.0
THUMPD3,3.0,3.0,5.0
THY1,0.0,0.0,0.0
THYN1,2.0,2.0,3.0
TIA1,68.0,228.0,5.0
TIAL1,54.0,216.0,238.0
TIAM1,19.0,0.0,0.0
TICAM1,2.0,4.0,3.0
TIFA,1.0,1.0,1.0
TIGAR,1012.0,2.0,8.0
TIGD1,9.0,21.0,8.0
TIGD2,8.0,4.0,2.0
TIGD3,2.0,2.0,1.0
TIGD4,1.0,1.0,1.0
