target_contrast_gene_name,culture_condition,n_cells_target,n_total_de_genes,ontarget_effect_size,offtarget_flag,crossdonor_correlation_mean,crossguide_correlation,has_crossdonor,has_crossguide,low_crossdonor,low_crossguide,low_cells
CSK,Stim8hr,1222.0,326,-36.82796421906576,False,0.7260565557532028,,True,False,False,False,False
CSNK2A1,Rest,608.0,296,-6.978232213199992,False,0.4167574576991148,0.6442695270974859,True,True,False,False,False
CSNK2A1,Stim48hr,489.0,293,-8.99585034303565,False,0.4005250953790575,0.5571378966244522,True,True,False,False,False
CSNK2A1,Stim8hr,492.0,139,-8.899585656709773,False,0.4826324154985298,0.8164606378334436,True,True,False,False,False
CSNK2A2,Rest,684.0,110,-14.420047878518025,False,0.4092285129267215,0.5135961715764585,True,True,False,False,False
CTBP1,Rest,1442.0,2153,0.0,False,0.8428512134219993,0.9065884063176748,True,True,False,False,False
CTBP1,Stim48hr,1577.0,1991,0.0,False,0.8231405374836457,0.88241711666729,True,True,False,False,False
CTBP1,Stim8hr,1374.0,2154,0.0,False,0.823565402397057,0.8651797510698651,True,True,False,False,False
CTDSP2,Stim48hr,318.0,120,-6.474701235743842,False,0.4359186389832115,,True,False,False,False,False
CTDSPL2,Rest,509.0,409,-11.457798830910072,False,0.6635640537483899,0.8936606789504365,True,True,False,False,False
CTDSPL2,Stim48hr,478.0,737,-15.547839602258016,False,0.6171061764326206,0.8153520375525883,True,True,False,False,False
CTDSPL2,Stim8hr,467.0,478,-11.965771850805591,False,0.5091305716991306,0.9227328915211056,True,True,False,False,False
CTH,Stim48hr,753.0,154,-12.923824925449225,False,0.5121557283983891,,True,False,False,False,False
CTNNAL1,Rest,50.0,50,-1.7152175953602946,False,,,False,False,False,False,True
CTNNAL1,Stim8hr,38.0,92,-1.779999040687431,False,,,False,False,False,False,True
CTNNB1,Stim48hr,208.0,60,-4.456457652355952,False,0.6009327558588063,0.258751115464657,True,True,False,False,False
CTNNBL1,Stim48hr,47.0,61,-3.002036616110762,False,,,False,False,False,False,True
CTNNBL1,Stim8hr,63.0,73,-2.660721006445524,False,0.2365156273321241,,True,False,False,False,True
CTPS1,Rest,303.0,79,-3.289475195209374,False,0.1115987211482674,,True,False,True,False,False
CTPS1,Stim48hr,167.0,253,-2.582261731616737,False,0.397483760828712,,True,False,False,False,True
CTPS1,Stim8hr,315.0,892,-8.056806220548136,False,0.4348432900764673,0.4681185242909025,True,True,False,False,False
CTSF,Rest,483.0,284,-1.5628893374334305,False,0.4810041978261126,0.774098546918654,True,True,False,False,False
CTSO,Stim48hr,1140.0,98,-3.480616386890836,False,0.0087637369222534,,True,False,True,False,False
CTU1,Rest,149.0,454,-1.081282938391663,False,0.5045678771965331,0.5322802728015965,True,True,False,False,True
CTU1,Stim48hr,255.0,50,-2.040588820923149,False,0.5492282290739486,0.7025643859098208,True,True,False,False,False
CTU1,Stim8hr,255.0,297,-2.7791837175024443,False,0.52353675090929,0.4131783154548278,True,True,False,False,False
CTU2,Rest,469.0,327,-7.540471981274566,True,0.6367737808085635,0.8149722197397123,True,True,False,False,False
CTU2,Stim8hr,500.0,762,-19.185719668196835,True,0.4370486522051243,0.7947012793582368,True,True,False,False,False
CUL3,Rest,261.0,693,-10.10907836481465,False,0.5322258358476062,0.5716220682662839,True,True,False,False,False
CUL3,Stim48hr,214.0,670,-9.42832467349638,False,0.3905998808236792,0.5467475967897176,True,True,False,False,False
CUL3,Stim8hr,266.0,585,-15.481459227834431,False,0.4303210201551689,0.5374286709889284,True,True,False,False,False
CUL4A,Stim48hr,569.0,103,-12.037929809344122,False,-0.1803843128903433,0.3961834528378045,True,True,True,False,False
CUL4B,Rest,336.0,572,-11.62572550162869,False,0.5910568733966807,0.5376352549405738,True,True,False,False,False
CUL4B,Stim8hr,245.0,99,-6.819650790850787,False,0.3395120013654432,,True,False,False,False,False
CUL5,Stim48hr,149.0,52,-8.967707739131592,False,0.271495865119065,0.7850196089831588,True,True,False,False,True
CWC27,Rest,835.0,73,-18.58116841710737,True,0.9397333898636578,0.7984730342977104,True,True,False,False,False
CWC27,Stim8hr,904.0,78,-23.79700607421253,True,0.4325914638984828,0.8579700742700189,True,True,False,False,False
CXXC1,Rest,103.0,536,-6.56699544307265,False,0.301886788624556,0.4774130042285936,True,True,False,False,True
CXXC1,Stim48hr,80.0,853,-4.650916245162281,False,0.4085801603702575,,True,False,False,False,True
CXXC1,Stim8hr,124.0,1338,-8.7742078689494,False,0.3915756644856729,0.4957221758917082,True,True,False,False,True
CYB561D2,Rest,901.0,393,-17.896810410031275,False,0.7191178888156505,0.9137225371159886,True,True,False,False,False
CYB561D2,Stim8hr,926.0,88,-17.396016703171238,False,0.5091779099293293,0.9880327472363624,True,True,False,False,False
CYB5D1,Rest,270.0,83,-1.9155818732508696,True,0.3576075232985111,-0.2755430775754836,True,True,False,True,False
CYB5R4,Rest,213.0,258,-12.74443162036382,False,0.3489362251656762,0.8637700382504715,True,True,False,False,False
CYB5R4,Stim48hr,145.0,1028,-9.931774718479058,False,0.4647780681140404,0.5133572018217242,True,True,False,False,True
CYB5R4,Stim8hr,211.0,1675,-12.691617821811455,False,0.56241547562069,0.7496425584805242,True,True,False,False,False
CYB5RL,Stim48hr,366.0,389,-5.955382929165657,False,0.5362500163767479,0.442903333221389,True,True,False,False,False
CYC1,Rest,144.0,66,-9.00825387754176,False,0.392285185238191,0.3068421354226716,True,True,False,False,True
CYC1,Stim48hr,103.0,278,-9.474094995922242,False,0.3546279197144368,,True,False,False,False,True
CYC1,Stim8hr,188.0,482,-12.340989134462175,False,0.4199701258843798,,True,False,False,False,True
CYCS,Stim48hr,110.0,163,-8.637404292969318,False,0.4295346957553604,0.386674782470657,True,True,False,False,True
CYCS,Stim8hr,135.0,51,-13.466405414349076,False,0.1357214095325082,,True,False,True,False,True
CYLD,Rest,236.0,96,-10.511861117846095,False,-0.0884799848784112,-0.219324471496553,True,True,True,True,False
CYP4V2,Rest,289.0,265,-4.857326633009924,False,0.2475645302497038,0.8468701140658252,True,True,False,False,False
CYP4V2,Stim48hr,154.0,55,-2.5476739480848947,False,-0.0598743039822418,-0.3601324741106629,True,True,True,True,True
CYP4V2,Stim8hr,194.0,80,-3.711326852490032,False,0.0661969559270884,,True,False,True,False,True
CYTH3,Stim8hr,267.0,99,-1.7587359446435953,False,0.537240554032428,0.3456563029625446,True,True,False,False,False
DAD1,Stim8hr,49.0,423,0.0,False,,,False,False,False,False,True
DAP,Stim48hr,237.0,266,-13.618992183842977,False,0.1696118282897313,-0.1566292051475676,True,True,True,True,False
DAP,Stim8hr,123.0,227,-10.295706934926702,False,0.1309295539215931,0.0050868418443222,True,True,True,True,True
DAPK2,Stim48hr,107.0,350,-2.3610840403860176,False,0.1693561721471606,,True,False,True,False,True
DARS1,Rest,59.0,90,-2.222689532022048,False,,,False,False,False,False,True
DAXX,Rest,278.0,65,-17.264228295299908,False,0.3185426730235937,0.4476685989795744,True,True,False,False,False
DAXX,Stim8hr,264.0,251,-16.365509962373768,False,0.5224706419639596,0.1869571986958899,True,True,False,True,False
DBF4,Rest,184.0,145,-8.294893727387498,False,0.62142260877676,,True,False,False,False,True
DCAF11,Stim8hr,538.0,137,-14.66201377951501,False,-0.0860523256795628,-0.4114661668087946,True,True,True,True,False
DCAF16,Rest,126.0,140,-5.912131054997137,False,-0.1469350605963315,,True,False,True,False,True
DCAF4,Stim48hr,931.0,126,-8.488330943218632,False,0.9917312611276922,,True,False,False,False,False
DCAF5,Rest,752.0,52,-17.117929240642408,False,0.1344762581309135,0.4425433179428073,True,True,True,False,False
DCAF5,Stim48hr,778.0,159,-17.4890301182151,False,0.472095681861551,0.4381851157981067,True,True,False,False,False
DCAF5,Stim8hr,752.0,67,-16.251343734902136,False,0.3412042969276366,0.4456729058347657,True,True,False,False,False
DCAKD,Rest,610.0,546,-8.567970347244083,True,-0.2031036128749112,-0.3263205711254108,True,True,True,True,False
DCAKD,Stim48hr,773.0,112,-9.047621406225264,True,-0.017143696663587,-0.082297806349116,True,True,True,True,False
DCAKD,Stim8hr,775.0,1498,-7.941119915573627,False,-0.2477918259173219,-0.2704008532665171,True,True,True,True,False
DCK,Stim48hr,99.0,500,-6.410649352210729,False,0.4689830291459141,,True,False,False,False,True
DCLRE1A,Stim48hr,307.0,472,-9.316142763493623,True,0.506278376312772,0.7724391953351468,True,True,False,False,False
DCP2,Rest,151.0,860,-9.442851923651656,False,0.4018826908579771,,True,False,False,False,True
DCP2,Stim48hr,122.0,690,-11.182098417336128,False,0.4365661971258182,,True,False,False,False,True
DCP2,Stim8hr,121.0,932,-6.26467225734698,False,0.4568553639765221,,True,False,False,False,True
DCPS,Rest,57.0,211,-2.7493404751944563,False,0.2295234748124449,,True,False,False,False,True
DCPS,Stim8hr,48.0,317,-2.840268310839301,False,,,False,False,False,False,True
DCTPP1,Rest,304.0,177,-9.722309939378576,False,0.4519359174616088,-0.1584980574049894,True,True,False,True,False
DDA1,Rest,355.0,417,-10.6963339472987,True,0.658120226211652,0.8357699638642604,True,True,False,False,False
DDA1,Stim48hr,416.0,250,-13.055796284047489,True,0.7467300193650805,0.9776764868548858,True,True,False,False,False
DDA1,Stim8hr,363.0,444,-12.876586369780297,True,0.636074668530011,0.8281079807166293,True,True,False,False,False
DDIT4,Stim48hr,490.0,318,-20.217804942052943,False,0.560073521504864,,True,False,False,False,False
DDRGK1,Rest,744.0,1384,-19.73634586951641,True,0.4323014983392265,0.691849828091609,True,True,False,False,False
DDRGK1,Stim48hr,557.0,1455,-17.607228899241523,True,0.6148520062271358,0.6599513670268314,True,True,False,False,False
DDRGK1,Stim8hr,573.0,1706,-19.44042445594313,True,0.5306283212839783,0.6696710094842362,True,True,False,False,False
DDTL,Rest,873.0,63,-1.9470530149094305,True,0.9473185446453012,,True,False,False,False,False
DDX1,Rest,77.0,308,-7.51210735603312,False,0.2509568310480545,0.2357124932011954,True,True,False,False,True
DDX1,Stim8hr,86.0,820,-10.74679418365902,False,0.6215682161978675,,True,False,False,False,True
DDX17,Rest,990.0,891,-27.371871358145,False,0.5303856368932341,0.8719882297753658,True,True,False,False,False
DDX17,Stim48hr,797.0,141,-23.48380833765733,False,0.3451934809994532,0.8789339213497376,True,True,False,False,False
DDX17,Stim8hr,966.0,763,-24.825101916425226,False,0.4303276488010224,0.8268156518163531,True,True,False,False,False
DDX31,Stim48hr,246.0,76,-2.321618826801863,False,-0.0252125740600323,0.1979694882779883,True,True,True,True,False
DDX39B,Stim48hr,113.0,93,-6.650468590832944,False,0.3486088913303855,,True,False,False,False,True
DDX42,Stim48hr,59.0,85,-4.496368351294641,False,0.1618433885779667,,True,False,True,False,True
DDX42,Stim8hr,66.0,151,-5.775402054018919,False,0.2002636507048712,,True,False,False,False,True
DDX52,Rest,28.0,172,0.0,False,,,False,False,False,False,True
DDX6,Rest,212.0,669,-17.616257745741628,False,0.4334963279226757,0.1187435825746393,True,True,False,True,False
DDX6,Stim48hr,174.0,1155,-15.76465304575096,False,0.4104994061180989,0.3066029212734119,True,True,False,False,True
DDX6,Stim8hr,230.0,986,-16.834627431576067,False,0.3355634164369117,0.2936266995164092,True,True,False,False,False
DDX60L,Stim48hr,707.0,67,-6.001470760782694,False,0.3795060752145285,0.116095075159316,True,True,False,True,False
DDX60L,Stim8hr,675.0,197,-7.223786382117927,False,0.5255381214411691,0.4280937125710699,True,True,False,False,False
DEF6,Stim8hr,541.0,60,-16.502337747444802,False,0.2957764799717352,0.1203600643480234,True,True,False,True,False
DEF8,Rest,913.0,103,-4.042037444095895,False,0.5494522222989225,-0.1164659303267941,True,True,False,True,False
DEF8,Stim48hr,1099.0,245,-3.945630147551336,False,0.7099966150282208,-0.0277795325736597,True,True,False,True,False
DEF8,Stim8hr,935.0,104,-4.977576112198964,False,0.7521206339730505,-0.1989799118454801,True,True,False,True,False
DEFA6,Rest,1383.0,709,0.0,False,-0.0422279650655667,0.396719962275348,True,True,True,False,False
DEFA6,Stim48hr,1538.0,149,0.0,False,-0.0544411716291396,0.0013432978290006,True,True,True,True,False
DEFA6,Stim8hr,1311.0,485,0.0,False,0.0484788343548108,0.3487143565334359,True,True,True,False,False
DEGS1,Stim8hr,1199.0,85,-32.929025477664446,False,0.8165768087628665,0.7030865130785168,True,True,False,False,False
DEK,Rest,771.0,94,-20.208600282230524,False,0.070890741558699,0.4269681673647389,True,True,True,False,False
DEK,Stim48hr,605.0,82,-20.29293114687679,False,-0.0410757437491497,0.1213067309268295,True,True,True,True,False
DENND2D,Rest,626.0,317,-19.2029856397548,False,0.5080962470416251,,True,False,False,False,False
DENR,Rest,861.0,1897,-21.85865216718166,False,0.6125827295374654,0.7139051216914905,True,True,False,False,False
DENR,Stim48hr,703.0,1483,-21.601968343580147,False,0.5513202752351553,0.4909775664324367,True,True,False,False,False
DENR,Stim8hr,806.0,3637,-30.85673328752525,False,0.4918727422626431,0.6679128292376592,True,True,False,False,False
DEPDC5,Rest,725.0,70,-14.856703794141753,False,0.9006437105819507,,True,False,False,False,False
DESI1,Rest,139.0,128,-6.329789078337612,False,0.2156393212970325,,True,False,False,False,True
DET1,Rest,289.0,196,-1.2948912803189838,False,0.1155523084972635,,True,False,True,False,False
DET1,Stim8hr,366.0,154,-1.348623363809658,False,0.2421625015294179,,True,False,False,False,False
DGKH,Stim48hr,130.0,441,-0.8939917551015577,False,0.323381579416252,0.318408443950584,True,True,False,False,True
DGKZ,Stim48hr,195.0,94,-2.701710067080953,False,0.0033959248146801,,True,False,True,False,True
DGKZ,Stim8hr,262.0,128,-4.4393657234264685,False,0.3013426792111954,,True,False,False,False,False
DHODH,Rest,75.0,139,0.0,False,0.2476437508642132,,True,False,False,False,True
DHODH,Stim8hr,82.0,633,0.0,False,0.2461605484558713,0.2376915460949948,True,True,False,False,True
DHPS,Rest,132.0,532,-5.237813925423875,False,0.4784451321323884,0.4840274352507275,True,True,False,False,True
DHPS,Stim48hr,123.0,337,-6.572979063594528,False,0.4093628257642918,0.4073958410043113,True,True,False,False,True
DHPS,Stim8hr,145.0,374,-7.210588934673572,False,0.2282218930960727,0.5714746536007154,True,True,False,False,True
DHRS7,Stim8hr,234.0,178,-5.841062633223027,False,0.4068541234882068,,True,False,False,False,False
DHX30,Stim48hr,348.0,277,-9.967523259730758,False,0.3499366173300304,0.1799245762283901,True,True,False,True,False
DHX36,Rest,208.0,2327,-9.57246537151692,False,0.6187924098967912,0.7506213676614301,True,True,False,False,False
DHX36,Stim48hr,142.0,2299,-9.363145639568671,False,0.5957430843162715,0.565086265909605,True,True,False,False,True
DHX36,Stim8hr,160.0,1809,-11.840443401251044,False,0.5817697101316504,0.6592317941449637,True,True,False,False,True
DHX9,Rest,138.0,141,-7.152126174980984,False,0.0612661253205958,,True,False,True,False,True
DHX9,Stim48hr,133.0,188,-6.877228127917104,False,0.2417820219942825,0.1489398775338206,True,True,False,True,True
DHX9,Stim8hr,168.0,67,-16.375934604684492,False,0.343262304958236,0.8504583334085458,True,True,False,False,True
DIPK1A,Stim8hr,639.0,142,-13.29726647972034,False,,,False,False,False,False,False
DIS3,Rest,70.0,245,-3.6780670260327617,False,0.1849045361705126,,True,False,True,False,True
DIS3,Stim48hr,58.0,193,-1.0377045725486365,False,0.1255404245716084,,True,False,True,False,True
DIS3,Stim8hr,69.0,387,-3.6362069378951047,False,0.5410287637906966,,True,False,False,False,True
DIS3L,Stim8hr,242.0,270,-10.703114471885948,False,0.3493933774007465,0.2363349842872595,True,True,False,False,False
DIS3L2,Rest,1181.0,474,-13.771682768262178,False,0.1159273444832356,-0.1937528527241144,True,True,True,True,False
DIS3L2,Stim8hr,1081.0,581,-13.8213504404436,False,0.026615344800382,-0.0747963829940287,True,True,True,True,False
DLAT,Stim48hr,372.0,1116,-12.924449564533292,False,0.5006426290006531,0.5630832381396321,True,True,False,False,False
DLD,Stim8hr,127.0,106,-6.749246936969963,False,0.2965055956438217,,True,False,False,False,True
DLG4,Rest,753.0,1286,-1.6306333396350214,False,0.4251891394943728,0.3524804147054196,True,True,False,False,False
DMAC1,Stim48hr,83.0,143,-5.400132725226047,False,0.2801543401512323,,True,False,False,False,True
DMRTA2,Rest,1495.0,182,0.0,False,0.5378510592932486,0.0625421884341202,True,True,False,True,False
DMRTA2,Stim48hr,1086.0,83,0.0,False,0.608288620826615,-0.2339193562661213,True,True,False,True,False
DMRTA2,Stim8hr,1377.0,73,0.0,False,0.5384003538655296,-0.0534085771221731,True,True,False,True,False
DMRTC2,Rest,266.0,58,0.0,False,-0.4775764247756486,,True,False,True,False,False
DMXL1,Stim48hr,253.0,51,-9.047641848818222,False,0.6294995094322299,,True,False,False,False,False
DNAAF10,Rest,58.0,115,-1.6956911197525075,False,,,False,False,False,False,True
DNAAF2,Rest,129.0,66,-2.97051884766494,False,0.3606966075943635,0.58205972877205,True,True,False,False,True
DNAAF2,Stim48hr,145.0,116,-3.604047123987352,False,0.4550539848971902,0.5921491103460373,True,True,False,False,True
DNAAF2,Stim8hr,150.0,201,-5.806374201069224,False,0.4491805619030413,0.6120489898649184,True,True,False,False,True
DNAAF5,Stim48hr,374.0,145,-6.176289431104524,False,0.3045736928369162,0.8883657446542457,True,True,False,False,False
DNAH3,Rest,221.0,853,0.0,False,0.1173321755165966,-0.3385811134935565,True,True,True,True,False
DNAH3,Stim8hr,284.0,491,0.0,False,-0.1388525884200075,-0.2553210963821297,True,True,True,True,False
DNAJA3,Rest,167.0,115,0.0,False,0.2685401627321853,,True,False,False,False,True
DNAJA3,Stim8hr,135.0,66,0.0,False,0.260331489945852,,True,False,False,False,True
DNAJB11,Rest,1487.0,145,-25.044254744988272,True,0.458464566548616,0.5319700207339078,True,True,False,False,False
DNAJB11,Stim48hr,1530.0,97,-25.45764273227484,True,0.761896782023524,0.4585772018399203,True,True,False,False,False
