variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
SCARF1,13.642325518421632,0.07653099298878549,0.43416021073738026,0.17627362226217091,0.8600789839208975,0.9923401465327847,Th2_vs_Th1,0.17627362226217091
PVRL1,37.555608310248054,-0.06692173492958707,0.3797604699596737,-0.17622090823906292,0.8601203954205346,0.9923401465327847,Th2_vs_Th1,-0.17622090823906292
ZNF707,229.7470911560944,-0.027006530585754696,0.15327084510661368,-0.17620135497373435,0.8601357563273411,0.9923401465327847,Th2_vs_Th1,-0.17620135497373438
TPD52,275.2901067960144,-0.03600592030066897,0.2044453619285369,-0.17611512416336794,0.8602034992727154,0.9923401465327847,Th2_vs_Th1,-0.17611512416336794
KDELC1,6.6721273655039655,-0.13911436034271502,0.7903985128431962,-0.17600534171338114,0.8602897458804196,0.9923401465327847,Th2_vs_Th1,-0.17600534171338114
ZSCAN16,93.55632996260424,-0.039608243415716636,0.22509548667109242,-0.17596196175000103,0.8603238262377064,0.9923401465327847,Th2_vs_Th1,-0.17596196175000106
PKNOX1,113.4445723525198,0.026926317213035688,0.15303783817525657,0.17594548860655027,0.8603367680091419,0.9923401465327847,Th2_vs_Th1,0.17594548860655027
GHRL,14.147928451863542,0.07456804239569097,0.42416716015529815,0.17579871663895372,0.860452077909512,0.9923401465327847,Th2_vs_Th1,0.17579871663895374
C8orf46,18.1176773078692,-0.07395842092390564,0.4208345305094447,-0.175742282446202,0.8604964156499169,0.9923401465327847,Th2_vs_Th1,-0.175742282446202
RAB11FIP3,523.1715597016283,-0.015648094670361285,0.08906519019796291,-0.17569259814727467,0.8605354506742944,0.9923401465327847,Th2_vs_Th1,-0.17569259814727467
CCDC167,113.71837116967882,0.044602659577567295,0.2542598868015896,0.17542153478725,0.8607484206287737,0.9923401465327847,Th2_vs_Th1,0.17542153478724998
SREBF2,1654.6375988811237,-0.01701091447804768,0.0969953234051266,-0.17537870776508574,0.8607820700315675,0.9923401465327847,Th2_vs_Th1,-0.17537870776508577
TTC9,241.20800885379862,0.07775070912115342,0.4434604384659275,0.1753272724622701,0.8608224833370184,0.9923401465327847,Th2_vs_Th1,0.1753272724622701
PCNT,831.4622574256557,-0.01905403309661465,0.10878699543590964,-0.1751499158540514,0.8609618372459982,0.9923401465327847,Th2_vs_Th1,-0.1751499158540514
SNRPA,616.1340904206123,-0.020882960464324606,0.11925331491085334,-0.1751142974929918,0.8609898240827859,0.9923401465327847,Th2_vs_Th1,-0.1751142974929918
GOLPH3,1057.91966578447,-0.02163457178225313,0.12355863117263616,-0.17509559289326618,0.8610045211394186,0.9923401465327847,Th2_vs_Th1,-0.17509559289326618
PMF1,242.55617097923744,0.026371192935989784,0.1507340056982145,0.17495184854828125,0.8611174692296613,0.9923785809656301,Th2_vs_Th1,0.17495184854828125
RBM5,2522.9874509594206,-0.014080387433599009,0.08053170397106907,-0.17484278537875433,0.8612031682472738,0.9923856085163844,Th2_vs_Th1,-0.17484278537875436
MED30,270.0823850604113,-0.021016332953174077,0.12034501314680819,-0.17463401601474232,0.8613672183708054,0.9923991283028596,Th2_vs_Th1,-0.17463401601474232
NQO2,113.73279800895818,0.0461469304453349,0.26432776103733957,0.1745822317876633,0.8614079111334703,0.9923991283028596,Th2_vs_Th1,0.1745822317876633
PPA2,305.6354976040484,-0.019374520477316616,0.11127382182623365,-0.17411570987084518,0.8617745270889516,0.9923991283028596,Th2_vs_Th1,-0.17411570987084515
TNFAIP2,3.8176877918774452,0.2751922520305974,1.5809854063850346,0.17406375221377393,0.8618153598256523,0.9923991283028596,Th2_vs_Th1,0.17406375221377396
COL10A1,5.642259601285434,-0.12524773014040547,0.7196796484038915,-0.1740326135637994,0.8618398313966015,0.9923991283028596,Th2_vs_Th1,-0.1740326135637994
SUV420H1,368.7602462885978,-0.023792378819126304,0.13684615482394777,-0.17386223858269997,0.8619737298325312,0.9923991283028596,Th2_vs_Th1,-0.17386223858269997
CSNK1A1,1229.5423689859865,-0.01319687753120957,0.07592794083029068,-0.17380792086415717,0.8620164191969264,0.9923991283028596,Th2_vs_Th1,-0.17380792086415717
PBLD,125.21359264251195,0.03749636072243613,0.21575905022471764,0.17378812468530463,0.8620319775038425,0.9923991283028596,Th2_vs_Th1,0.1737881246853046
PPP1R14B,122.28023770367524,-0.03295252881619023,0.1896467340617048,-0.17375742840616787,0.8620561025751959,0.9923991283028596,Th2_vs_Th1,-0.17375742840616787
HCCS,95.77441499614167,-0.03802456611240319,0.21887331759479603,-0.17372865057402168,0.8620787200018278,0.9923991283028596,Th2_vs_Th1,-0.17372865057402165
ZNF347,20.153443191504707,0.07957315615202726,0.45807087966178567,0.17371363185273794,0.8620905237442825,0.9923991283028596,Th2_vs_Th1,0.17371363185273794
SS18L1,182.24213796847482,0.031782958971770865,0.18324871271652493,0.17344164933336942,0.8623042897195061,0.9925535573754116,Th2_vs_Th1,0.1734416493333694
CPS1,5.758586551225101,-0.1192242844906473,0.6886879585009102,-0.17311800361685825,0.8625586737723026,0.9925558800638412,Th2_vs_Th1,-0.17311800361685825
SNRPD2,991.3511424319976,0.018767987716757414,0.10846439458531326,0.17303362811835316,0.8626249948715394,0.9925558800638412,Th2_vs_Th1,0.17303362811835316
SPAG5,243.38055141507425,-0.03888500996372213,0.2247548844343457,-0.17301074484581905,0.8626429818215483,0.9925558800638412,Th2_vs_Th1,-0.17301074484581905
EAF1,968.7521251321621,0.021253553968352087,0.1230036465593472,0.17278799907852818,0.8628180705058583,0.9925558800638412,Th2_vs_Th1,0.17278799907852815
TFG,922.1950124329201,0.016924540272798702,0.09800249392567002,0.17269499575832342,0.8628911774990432,0.9925558800638412,Th2_vs_Th1,0.17269499575832342
AMN1,30.88082559415277,-0.070051623667756,0.4058741160122966,-0.17259445947431068,0.862970207239512,0.9925558800638412,Th2_vs_Th1,-0.17259445947431068
COQ10A,202.94539853018824,0.028055050765092925,0.1625495839738368,0.1725938023293159,0.8629707238137272,0.9925558800638412,Th2_vs_Th1,0.17259380232931593
HAL,10.917548086132573,-0.09707933281866041,0.5625928061945745,-0.17255701059406225,0.8629996454723079,0.9925558800638412,Th2_vs_Th1,-0.17255701059406225
TAS1R3,44.921168870958255,0.04277152031193061,0.24809943576466975,0.1723966851440193,0.8631256780374276,0.9925558800638412,Th2_vs_Th1,0.1723966851440193
GPAA1,454.564457275469,0.01867417793038978,0.108452036788522,0.17218835610071415,0.8632894516491738,0.9925558800638412,Th2_vs_Th1,0.17218835610071417
MSN,7511.281955495868,0.03978082489105215,0.2311853055468126,0.17207332791744825,0.8633798812180857,0.9925558800638412,Th2_vs_Th1,0.17207332791744823
TRIM46,111.19723561799152,0.034749917481581925,0.20199668947393068,0.17203211385336434,0.863412282148448,0.9925558800638412,Th2_vs_Th1,0.17203211385336434
EML3,2242.5349160964624,-0.015402456038855459,0.08963043383046605,-0.17184404203586537,0.8635601399767449,0.9925558800638412,Th2_vs_Th1,-0.17184404203586537
WDR66,11.600226518050665,-0.0851653535224808,0.4956395060388236,-0.17182922766412764,0.8635717869053448,0.9925558800638412,Th2_vs_Th1,-0.17182922766412764
C1D,213.43494663848927,0.024987688611759387,0.14546471316063794,0.17177835138728983,0.8636117856118892,0.9925558800638412,Th2_vs_Th1,0.17177835138728983
PCSK4,24.937472999188746,-0.05682466994582221,0.3312449766889219,-0.17154877490923362,0.8637922819820167,0.9925558800638412,Th2_vs_Th1,-0.17154877490923365
ZGLP1,6.686370794690325,0.09927609590823522,0.5789084254291662,0.1714884281303009,0.8638397286786546,0.9925558800638412,Th2_vs_Th1,0.17148842813030088
TSR3,271.8342830064323,0.02950404416292478,0.17218137354809107,0.1713544476672685,0.8639450704451099,0.9925558800638412,Th2_vs_Th1,0.1713544476672685
DNM1,10.562945077527198,0.08244499590118949,0.4820462901196026,0.17103128390581268,0.8641991670021568,0.9925558800638412,Th2_vs_Th1,0.17103128390581268
FCHSD1,1975.794764734767,0.016278969665826103,0.09522215240867958,0.17095779977708483,0.8642569479169748,0.9925558800638412,Th2_vs_Th1,0.17095779977708486
LRWD1,247.3082156464157,0.02825669055121389,0.16536546126707735,0.17087419788088193,0.8643226853624466,0.9925558800638412,Th2_vs_Th1,0.17087419788088193
F11R,388.55556603375027,0.036272895199205894,0.21244522653953077,0.17073998691355113,0.8644282194557722,0.9925558800638412,Th2_vs_Th1,0.17073998691355116
IFFO2,1813.401979525956,0.019456249263689652,0.11408949388566773,0.17053497742033377,0.8645894292129982,0.9925558800638412,Th2_vs_Th1,0.17053497742033374
ZC3H7B,1188.7043860018518,0.012587497372173385,0.0738135198236395,0.17053105450394898,0.8645925140636512,0.9925558800638412,Th2_vs_Th1,0.17053105450394898
NUMA1,3116.95321140523,-0.016280959279999584,0.09548298727702562,-0.1705116245762556,0.8646077931414085,0.9925558800638412,Th2_vs_Th1,-0.17051162457625563
RNF20,460.80651518899776,0.017824572157105967,0.10457548460166387,0.17044694772394453,0.8646586533276401,0.9925558800638412,Th2_vs_Th1,0.17044694772394453
ATP5B,4021.353459532832,0.01372113595352323,0.08050851526569883,0.1704308657070615,0.864671299892438,0.9925558800638412,Th2_vs_Th1,0.17043086570706154
HPDL,27.324073990829653,-0.06804984973537756,0.39928735397898735,-0.1704282618952132,0.8646733474793754,0.9925558800638412,Th2_vs_Th1,-0.1704282618952132
TSC2,1256.7677144889783,0.012815080209609041,0.0751992669778393,0.1704149618025606,0.8646838064274387,0.9925558800638412,Th2_vs_Th1,0.1704149618025606
PDSS2,110.05426527577595,0.0314465122383174,0.18459644483388568,0.17035275119526508,0.864732728018715,0.9925558800638412,Th2_vs_Th1,0.17035275119526508
FAM65B,3894.9349448762828,-0.022328383553681542,0.1311572348394372,-0.17024134109731706,0.8648203407283108,0.9925558800638412,Th2_vs_Th1,-0.17024134109731703
ZSCAN21,36.39815252390023,-0.04964560637432191,0.2916922654312066,-0.17019856971843653,0.8648539765086635,0.9925558800638412,Th2_vs_Th1,-0.17019856971843653
PTGR2,20.264974549732408,0.06251705719705597,0.367835448539084,0.16995930502444026,0.865042140836999,0.9925901799043594,Th2_vs_Th1,0.16995930502444023
JMJD7-PLA2G4B,378.59082581958455,0.02575902575709803,0.1515610471828751,0.16995808775335874,0.8650430981519905,0.9925901799043594,Th2_vs_Th1,0.16995808775335874
FAM120C,188.59126138233623,0.026199211900092,0.1542925427514736,0.16980219155693305,0.8651657033466853,0.9926395015298294,Th2_vs_Th1,0.16980219155693302
SCML2,5.400862039520763,-0.1196947192495649,0.7069203970302261,-0.16931852546963228,0.8655461051406487,0.9929845672944205,Th2_vs_Th1,-0.16931852546963228
WDR53,183.3219854528221,-0.026584661219489682,0.15768309419342022,-0.1685955070546745,0.8661148148241279,0.9931319096322906,Th2_vs_Th1,-0.1685955070546745
LIPT2,23.822425411199387,0.06337450083353645,0.3762680839419964,0.16842911620244133,0.866245703871666,0.9931319096322906,Th2_vs_Th1,0.1684291162024413
DUT,483.57555357771884,0.021016784690959477,0.12481611384616943,0.16838198244869065,0.8662827816497709,0.9931319096322906,Th2_vs_Th1,0.16838198244869065
MCCC2,392.3896901674716,0.0200468136847828,0.11906640448851838,0.1683666670787554,0.8662948295523603,0.9931319096322906,Th2_vs_Th1,0.1683666670787554
MIF,155.12965493334394,0.028891386602705092,0.17169136597481727,0.1682751280978376,0.8663668397387938,0.9931319096322906,Th2_vs_Th1,0.1682751280978376
EPB41L4A,9.550179837755698,-0.10296640231539958,0.6122115812288255,-0.16818760943516678,0.8664356883331279,0.9931319096322906,Th2_vs_Th1,-0.16818760943516678
PRPF18,354.2771185450373,-0.020909069035690096,0.12444047512295682,-0.1680246641217845,0.8665638757584752,0.9931319096322906,Th2_vs_Th1,-0.16802466412178446
POC1A,10.13644369485942,-0.1054099102871424,0.6273541630870338,-0.1680229708980487,0.8665652078188447,0.9931319096322906,Th2_vs_Th1,-0.16802297089804874
TBX19,31.173161749728024,0.05126172903060607,0.30538217088230063,0.1678609097659575,0.8666927031851543,0.9931319096322906,Th2_vs_Th1,0.16786090976595747
MRPL51,145.87614031665984,-0.03094896164385053,0.1843749989075456,-0.16785877601208724,0.8666943818571347,0.9931319096322906,Th2_vs_Th1,-0.16785877601208724
MRPS25,667.5773736097174,-0.017561559159034627,0.10465914253825348,-0.16779765946024047,0.8667424638731132,0.9931319096322906,Th2_vs_Th1,-0.1677976594602405
ZNF566,62.459829054572516,0.03535080504589256,0.2107693802120151,0.16772267874172622,0.8668014538711046,0.9931319096322906,Th2_vs_Th1,0.16772267874172622
DUS2,127.03019383965949,-0.030590805590143128,0.18240926925482892,-0.16770422750505753,0.8668159702289744,0.9931319096322906,Th2_vs_Th1,-0.16770422750505753
MRPL2,188.3721094904134,-0.023716785277729843,0.1415738452599498,-0.16752236427697817,0.8669590520222987,0.9931319096322906,Th2_vs_Th1,-0.16752236427697814
RAB3D,50.31395343546008,0.056635533595011237,0.33818430171686675,0.16746943399645856,0.867000696001235,0.9931319096322906,Th2_vs_Th1,0.16746943399645853
RUFY3,119.65914481296764,-0.029782519907241917,0.17790313918284967,-0.16740862496322398,0.8670485392053852,0.9931319096322906,Th2_vs_Th1,-0.16740862496322398
WBP1L,329.29083421705514,-0.02755888672345122,0.1646385637610351,-0.16739022798723882,0.8670630136356946,0.9931319096322906,Th2_vs_Th1,-0.1673902279872388
PAN3,1346.9250620609223,0.020372855741520243,0.12175074009384748,0.16733250020341978,0.867108433171371,0.9931319096322906,Th2_vs_Th1,0.16733250020341978
HDGF,1100.4626188487557,0.021769190127071156,0.1303646723116155,0.16698688180671722,0.8673803707985293,0.9932779310639941,Th2_vs_Th1,0.1669868818067172
C14orf79,20.48233272031081,0.058344500705624074,0.3496835310212683,0.16684943821982703,0.8674885177935019,0.9932779310639941,Th2_vs_Th1,0.16684943821982703
BDP1,911.5351862644557,-0.02401132215558346,0.14398338320128704,-0.16676453644665318,0.8675553236894998,0.9932779310639941,Th2_vs_Th1,-0.16676453644665318
AP1S1,53.28776443338665,0.0682971679562805,0.4096412199952523,0.16672435444136227,0.8675869416730395,0.9932779310639941,Th2_vs_Th1,0.16672435444136227
JMJD7,15.013343122702633,-0.08019971029730705,0.4812054288127291,-0.1666641843488395,0.8676342880634391,0.9932779310639941,Th2_vs_Th1,-0.1666641843488395
FAM175B,389.5028496819662,0.01692087359729493,0.10174136813420413,0.16631262098790622,0.8679109342547139,0.9934428970639586,Th2_vs_Th1,0.16631262098790622
CMYA5,6.0640148871564845,-0.12738944222264645,0.7661207935816453,-0.16627853373760518,0.8679377584680066,0.9934428970639586,Th2_vs_Th1,-0.16627853373760515
DCBLD2,7.974671190754917,0.11605705844851981,0.6991850743094696,0.16598903882944052,0.8681655762562259,0.9935961492456216,Th2_vs_Th1,0.16598903882944052
ZNF571,142.45411822251583,0.042029532335260925,0.25368361592269134,0.16567696807061116,0.8684111723531414,0.9935961492456216,Th2_vs_Th1,0.1656769680706112
BLVRB,30.40370567194011,0.053630409259914094,0.32387301366196397,0.16559085505002824,0.868478944546069,0.9935961492456216,Th2_vs_Th1,0.16559085505002824
METTL7A,120.59399198771914,-0.10409894715936882,0.6287918424815593,-0.1655539085057735,0.8685080223071682,0.9935961492456216,Th2_vs_Th1,-0.16555390850577353
PDHA1,342.7322229623394,0.019384178001440933,0.11710185809087584,0.16553262533544102,0.8685247727215284,0.9935961492456216,Th2_vs_Th1,0.16553262533544102
ZNF689,418.001741456127,0.024573535504023417,0.1486222000842742,0.16534229401858758,0.8686745710924231,0.9935961492456216,Th2_vs_Th1,0.16534229401858758
DNAJC17,93.8110592230323,-0.033667808901882874,0.20370089103071812,-0.16528061674902425,0.8687231145859122,0.9935961492456216,Th2_vs_Th1,-0.16528061674902425
WRAP73,621.1193942247196,-0.01753976460980483,0.10614577492732966,-0.16524223052507783,0.8687533269613169,0.9935961492456216,Th2_vs_Th1,-0.1652422305250778
MCM7,1135.3167499309095,-0.017292017193297485,0.10467513338351436,-0.16519699220197856,0.8687889326162285,0.9935961492456216,Th2_vs_Th1,-0.16519699220197853
FAM20B,353.4282529915402,0.018692245467907757,0.11324281078523236,0.16506341849248193,0.8688940658155111,0.9936252356009885,Th2_vs_Th1,0.16506341849248193
MLYCD,113.03181359452694,0.032080179282170766,0.1946895027979126,0.16477611181466698,0.8691202070167926,0.993748039100394,Th2_vs_Th1,0.16477611181466698
RRAD,16.154233404269153,-0.07927053061217999,0.4813447635106671,-0.16468555725842704,0.8691914853945063,0.993748039100394,Th2_vs_Th1,-0.16468555725842707
S100A4,4014.6212534666092,0.02215491307552996,0.13457954680531656,0.16462318087294028,0.8692405844541427,0.993748039100394,Th2_vs_Th1,0.16462318087294028
MTMR4,690.7417272156637,0.018019662187816386,0.10966848270678324,0.1643103081492877,0.869486867252506,0.9938117287928279,Th2_vs_Th1,0.16431030814928774
PREPL,297.8243769137083,-0.035358625624540216,0.21534552205566732,-0.16419484968626338,0.8695777554388713,0.9938117287928279,Th2_vs_Th1,-0.1641948496862634
RBM22,1202.3759968148431,-0.01657490035096747,0.1010831537095812,-0.16397292469315206,0.8697524582556022,0.9938117287928279,Th2_vs_Th1,-0.16397292469315206
POLR3D,250.3942318931469,0.019754817954361927,0.12048552612510352,0.1639600920516373,0.8697625605057167,0.9938117287928279,Th2_vs_Th1,0.16396009205163734
UTP15,488.14862425284315,-0.016931917094203348,0.10331585395309884,-0.16388498421442407,0.8698216881316001,0.9938117287928279,Th2_vs_Th1,-0.1638849842144241
FTSJ2,123.37554936929057,-0.03380256246034549,0.20654773401118692,-0.1636549663552092,0.8700027710967928,0.9938117287928279,Th2_vs_Th1,-0.16365496635520918
QSER1,175.68103057327087,0.031489989536619314,0.19248581125115868,0.16359641955910534,0.870048863508499,0.9938117287928279,Th2_vs_Th1,0.16359641955910534
CHMP6,116.53096425486393,0.029298599204525037,0.17916256138277775,0.1635308123438193,0.8701005149341827,0.9938117287928279,Th2_vs_Th1,0.1635308123438193
PRR11,29.830750262549337,0.07225025248266992,0.44198176163906355,0.16346885494716812,0.8701492934295708,0.9938117287928279,Th2_vs_Th1,0.16346885494716812
ABCF2,276.4586534880309,-0.029102492182200252,0.17811439151394892,-0.16339214330090282,0.8702096884961064,0.9938117287928279,Th2_vs_Th1,-0.16339214330090282
TFPT,110.73584736791999,0.03173104940780394,0.1943044230445676,0.1633058522837938,0.8702776263044201,0.9938117287928279,Th2_vs_Th1,0.16330585228379382
SEMA6A,30.025742595972396,0.04673062423045017,0.28622079200793243,0.16326774830933688,0.8703076262614963,0.9938117287928279,Th2_vs_Th1,0.16326774830933688
NDUFA9,510.41571860268044,0.016137091914909692,0.09887606585761263,0.1632052385472947,0.8703568417464111,0.9938117287928279,Th2_vs_Th1,0.1632052385472947
PANK3,1060.4712702264474,0.020816957417189422,0.1276810767365954,0.16303870510220217,0.8704879601052742,0.9938117287928279,Th2_vs_Th1,0.16303870510220217
CNOT2,1009.3740352717037,0.016206996835570517,0.09959722506591105,0.16272538541957485,0.8707346587136602,0.9938117287928279,Th2_vs_Th1,0.16272538541957485
ZNF708,267.8611740878033,0.020694187360458825,0.12747148823594243,0.1623436554075141,0.8710352385780351,0.9938117287928279,Th2_vs_Th1,0.1623436554075141
PPEF2,9.536137944361874,-0.10256660894177685,0.6319308932233585,-0.16230668581275434,0.8710643499744927,0.9938117287928279,Th2_vs_Th1,-0.16230668581275434
CCT5,580.7875483579048,-0.018118566856333205,0.11165892090378211,-0.1622670782565255,0.8710955388053434,0.9938117287928279,Th2_vs_Th1,-0.1622670782565255
TOP3B,559.8143785146066,0.01992832151633184,0.12296703240591383,0.16206231155151005,0.8712567848229407,0.9938117287928279,Th2_vs_Th1,0.16206231155151005
SP4,704.9567280461911,-0.02449179590076198,0.15114191347144637,-0.1620450299869265,0.8712703936448676,0.9938117287928279,Th2_vs_Th1,-0.16204502998692652
IL21R,339.66686313390557,0.04870896289719579,0.30069408865919417,0.16198842855338733,0.8713149661971268,0.9938117287928279,Th2_vs_Th1,0.16198842855338733
NFIC,129.90095079693566,0.02681212366606862,0.16557677915995075,0.16193166579335097,0.8713596662013602,0.9938117287928279,Th2_vs_Th1,0.16193166579335094
MKL2,164.9734778517755,0.03255669144170859,0.201274803017937,0.16175244468532526,0.8715008034066724,0.9938117287928279,Th2_vs_Th1,0.16175244468532526
TSNAX,416.23673596372004,0.0214471186695679,0.1325984796244739,0.16174483093853945,0.8715067993476553,0.9938117287928279,Th2_vs_Th1,0.16174483093853945
PLEKHA3,243.01128029481222,-0.030466546095548323,0.18837756013993912,-0.16173129152387253,0.8715174618601405,0.9938117287928279,Th2_vs_Th1,-0.16173129152387253
SET,2331.476188524828,0.01261471587239204,0.07800255878374128,0.1617218212977576,0.8715249198333659,0.9938117287928279,Th2_vs_Th1,0.1617218212977576
HADH,138.03095428017323,-0.024579313975098716,0.15214488172227233,-0.16155202657402684,0.8716586381668244,0.9938117287928279,Th2_vs_Th1,-0.16155202657402687
TAP1,2750.454072193361,-0.023441532824035625,0.14529785154729563,-0.16133433890731147,0.8718300789653275,0.9938117287928279,Th2_vs_Th1,-0.16133433890731147
TMEM55A,55.95619905753371,0.05743397447336849,0.35627453469408676,0.1612070717394491,0.8719303115254582,0.9938117287928279,Th2_vs_Th1,0.1612070717394491
RAB2B,318.61027000202404,0.0198060037761909,0.12289608923186708,0.16116056987641866,0.8719669357872831,0.9938117287928279,Th2_vs_Th1,0.16116056987641866
TMLHE,44.96317658019315,0.043380981187158295,0.2694011869997467,0.16102743150570858,0.8720717953520775,0.9938117287928279,Th2_vs_Th1,0.16102743150570856
DCPS,157.99660812475756,0.02742313266635307,0.17036412884830476,0.16096776270767135,0.8721187911302661,0.9938117287928279,Th2_vs_Th1,0.16096776270767135
COX5A,372.7962457668493,0.028799540513398513,0.17914673193954941,0.16075950815065115,0.872282818164028,0.9938117287928279,Th2_vs_Th1,0.16075950815065115
RHOT1,239.17380044159972,-0.021327302050746694,0.13278942588096546,-0.16060994246533475,0.8724006236121398,0.9938117287928279,Th2_vs_Th1,-0.16060994246533475
RUFY2,137.94683627909717,-0.02559733867155971,0.15944238920191187,-0.16054286943194387,0.8724534546223252,0.9938117287928279,Th2_vs_Th1,-0.16054286943194385
TRIM23,455.5366367253447,-0.015061027230140692,0.09392053998946262,-0.1603592486992777,0.8725980889631058,0.9938117287928279,Th2_vs_Th1,-0.1603592486992777
VSIG1,213.73244260518035,0.025659734243015455,0.16013480308640324,0.1602383351304984,0.8726933324638637,0.9938117287928279,Th2_vs_Th1,0.16023833513049843
G3BP1,2259.1794075692756,-0.01667483329041186,0.10408599525047915,-0.16020246768342356,0.8727215855720605,0.9938117287928279,Th2_vs_Th1,-0.16020246768342353
POLR3K,76.59714193646913,-0.03639340378820998,0.22748953958163404,-0.1599783614452756,0.8728981197308322,0.9938117287928279,Th2_vs_Th1,-0.1599783614452756
ECH1,470.1468387751031,-0.02619588853608334,0.16375047467187215,-0.1599744280960126,0.872901218186193,0.9938117287928279,Th2_vs_Th1,-0.1599744280960126
DBN1,8.66558972943598,0.10112742281582873,0.6324023755865671,0.15990993506631096,0.8729520221839648,0.9938117287928279,Th2_vs_Th1,0.15990993506631096
TRAF2,317.0039676942559,-0.028651849351404496,0.17934355107398656,-0.15975957417941633,0.8730704701062034,0.9938117287928279,Th2_vs_Th1,-0.15975957417941633
GIMAP8,155.7665627032844,0.07269206205748423,0.45514177704202985,0.15971300751583503,0.8731071539236863,0.9938117287928279,Th2_vs_Th1,0.15971300751583503
PPP1R2,2015.4246159929369,0.025058824041350874,0.15691547235557052,0.15969632353760227,0.8731202971265029,0.9938117287928279,Th2_vs_Th1,0.15969632353760227
YTHDC2,934.4984423854623,0.013888966111291434,0.08699440180837197,0.15965356186810192,0.8731539838140998,0.9938117287928279,Th2_vs_Th1,0.15965356186810195
USP44,18.04963864849835,-0.07662733889977305,0.4803878040802393,-0.15951141608702032,0.8732659647363188,0.9938117287928279,Th2_vs_Th1,-0.15951141608702032
OSCP1,7.463102730653569,-0.10462984361542621,0.6567566845682105,-0.1593129481190068,0.8734223199204778,0.9938117287928279,Th2_vs_Th1,-0.1593129481190068
CENPN,107.16616065584935,-0.035477446718450635,0.22277336217147164,-0.15925354078528997,0.8734691226139094,0.9938117287928279,Th2_vs_Th1,-0.15925354078528997
COPA,2091.3738321168416,0.01107639415320773,0.06966265556360525,0.1590004581880239,0.8736685128421726,0.9938117287928279,Th2_vs_Th1,0.15900045818802394
ATIC,466.712293885243,-0.01687962876108072,0.10619212292899685,-0.15895368032492327,0.8737053674949522,0.9938117287928279,Th2_vs_Th1,-0.15895368032492327
LPIN2,1475.5659309013727,-0.028410083089919484,0.17880219501457165,-0.15889113155240728,0.8737546479273907,0.9938117287928279,Th2_vs_Th1,-0.15889113155240728
CDS1,18.356098024673823,-0.07061347595637596,0.4446215939323145,-0.15881701860644573,0.8738130400833426,0.9938117287928279,Th2_vs_Th1,-0.15881701860644576
RHBDD3,183.93734274719964,0.027665439142657792,0.1742172251436111,0.15879852936385916,0.8738276075069206,0.9938117287928279,Th2_vs_Th1,0.1587985293638592
NDC1,218.0676423044265,-0.031847615527375084,0.20070786134307644,-0.15867647293065879,0.8739237751888561,0.9938117287928279,Th2_vs_Th1,-0.15867647293065879
ZNF19,18.591832691275307,0.06711151224954273,0.422994518252181,0.15865811341208014,0.8739382407272187,0.9938117287928279,Th2_vs_Th1,0.15865811341208014
ZNF512,167.41637992929145,0.042377130923906436,0.26713227671145956,0.1586372543430224,0.8739546757225658,0.9938117287928279,Th2_vs_Th1,0.15863725434302234
DLG1,914.8112097364743,-0.01275958026263631,0.08052509556920298,-0.15845470498908967,0.8740985098583882,0.9938117287928279,Th2_vs_Th1,-0.15845470498908967
MRPL13,125.87800634252824,0.03022073793975417,0.19072774048968566,0.15844961966289572,0.8741025167439801,0.9938117287928279,Th2_vs_Th1,0.15844961966289572
TMEM9B,530.5414746082839,0.016859635430676576,0.10645551822008648,0.15837258333401666,0.8741632164419816,0.9938117287928279,Th2_vs_Th1,0.15837258333401666
TRAFD1,637.9555053089715,0.022051216664427137,0.1394785176394699,0.1580975840410498,0.8743799043269526,0.9938117287928279,Th2_vs_Th1,0.1580975840410498
YY2,8.650664871254127,-0.10026083570524534,0.6345300982610425,-0.15800800620808148,0.8744504899294783,0.9938117287928279,Th2_vs_Th1,-0.15800800620808148
TAP2,1162.0255469046288,-0.016698378668694856,0.10568940008997998,-0.15799482875745802,0.8744608735904059,0.9938117287928279,Th2_vs_Th1,-0.15799482875745802
FAM122A,230.14047011239302,-0.019718041780352087,0.12485787031036391,-0.1579238996415541,0.8745167651891226,0.9938117287928279,Th2_vs_Th1,-0.1579238996415541
ACOT13,83.76405344716746,0.029644152479022513,0.18777949034359495,0.1578668278669852,0.874561737763826,0.9938117287928279,Th2_vs_Th1,0.1578668278669852
CUL9,1144.7679803605108,0.01465233227684198,0.09284777375554575,0.15781027034013087,0.8746063055109162,0.9938117287928279,Th2_vs_Th1,0.15781027034013084
ZNF439,48.80668787795757,0.05026243338632669,0.3186034733881295,0.15775858578006124,0.8746470336721994,0.9938117287928279,Th2_vs_Th1,0.15775858578006124
VPS4A,1049.1174456566368,-0.012156578590230876,0.07707141673390826,-0.15773134977136707,0.8746684961642692,0.9938117287928279,Th2_vs_Th1,-0.15773134977136707
SP140L,980.8684358738852,0.015019607467374232,0.09529066158416581,0.15761888119653897,0.8747571245133587,0.9938117287928279,Th2_vs_Th1,0.15761888119653897
TSC1,960.129436695556,-0.01662621543843482,0.10558063063771411,-0.15747410616901375,0.8748712135538996,0.9938117287928279,Th2_vs_Th1,-0.15747410616901375
B4GALT4,378.6854785343109,-0.02422482828216442,0.15384011874966913,-0.15746756099157344,0.8748763715008652,0.9938117287928279,Th2_vs_Th1,-0.1574675609915734
