target_gene,directionality_index,binom_fdr,binom_p,footprint_class,signed_net,primary_rank,n_hits,neglog10fdr
SUN2,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
GLB1L3,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
REXO5,-0.25,0.5614621040998425,0.3074562549591064,net_reduced_on_KO,-6,,24,0.2506795511313365
GGA1,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
RETREG2,-0.4285714285714285,0.4138800811929526,0.1795654296875,net_reduced_on_KO,-6,,14,0.38312547438722705
NBL1,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
FZD3,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
GDPGP1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
GALC,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
NCR3LG1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
RCE1,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
NDUFAF2,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
SYTL2,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
SYT11,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
STXBP1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
KCTD2,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
SRSF4,-0.375,0.4759210526315789,0.210113525390625,net_reduced_on_KO,-6,,16,0.32246508351917164
STARD5,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
NRIP2,-0.1428571428571428,0.7376790067449885,0.4407990673425956,net_reduced_on_KO,-6,,42,0.1321325757452794
GRAPL,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
NQO2,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
FERRY3,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
MRPL27,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
RNF114,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
NPRL2,-0.3,0.4993394630566867,0.2631759643554687,net_reduced_on_KO,-6,,20,0.30160411007045707
TCF15,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
FIG4,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
RMDN1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
RALGAPA2,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
STAMBP,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
FKBP14,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
GLT8D1,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
NMUR1,-0.2142857142857142,0.615797732893271,0.3449284508824348,net_reduced_on_KO,-6,,28,0.21056191431842433
NME1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
FNBP1,-0.4285714285714285,0.4138800811929526,0.1795654296875,net_reduced_on_KO,-6,,14,0.38312547438722705
MUTYH,-0.375,0.4759210526315789,0.210113525390625,net_reduced_on_KO,-6,,16,0.32246508351917164
NISCH,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
MXD3,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
NIPAL1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
MXRA8,-0.375,0.4759210526315789,0.210113525390625,net_reduced_on_KO,-6,,16,0.32246508351917164
MYCBP2,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
GLUD1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
RGS10,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
SCNM1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
HEXA,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PPP2R1B,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
PIEZO1,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
SLC49A4,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
LEPR,-0.1764705882352941,0.6623750606465081,0.391528305131942,net_reduced_on_KO,-6,,34,0.17889602771397164
PRDX6,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PHTF2,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
SLC4A5,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
SIRT2,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
PHOSPHO1,-0.2307692307692307,0.5944405853268927,0.326939582824707,net_reduced_on_KO,-6,,26,0.22589154685549495
PRKAB2,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
DYNLT3,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
SIX2,-0.5,0.3467287400484241,0.14599609375,net_reduced_on_KO,-6,,12,0.46001015855378646
DYNLT1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
EEPD1,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
PHKB,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
LIMA1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
TMEM68,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
TMEM87A,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
KIF2A,-0.5,0.3467287400484241,0.14599609375,net_reduced_on_KO,-6,,12,0.46001015855378646
ITFG1,-0.375,0.4759210526315789,0.210113525390625,net_reduced_on_KO,-6,,16,0.32246508351917164
PITPNA,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
KIF18A,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PPP2R3B,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
IRAK4,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
TMEM250,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PIP4K2C,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
EFNB2,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
IRAK1,-0.5,0.3467287400484241,0.14599609375,net_reduced_on_KO,-6,,12,0.46001015855378646
SLC35B4,-0.25,0.5614621040998425,0.3074562549591064,net_reduced_on_KO,-6,,24,0.2506795511313365
SLC35F2,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
SHISA5,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
PIM2,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
SLC37A3,-0.1875,0.6456928688174365,0.3770855874754488,net_reduced_on_KO,-6,,32,0.18997401001717257
ECHDC2,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
SCRIB,-0.1666666666666666,0.6831967826633643,0.4050322461407632,net_reduced_on_KO,-6,,36,0.16545418751055804
PIK3CA,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
SLC38A7,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
SLC38A9,-0.5,0.3467287400484241,0.14599609375,net_reduced_on_KO,-6,,12,0.46001015855378646
INSL3,-0.5,0.3467287400484241,0.14599609375,net_reduced_on_KO,-6,,12,0.46001015855378646
LBHD1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
SGSH,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
TMEM9B,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
EMC8,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
PRMT3,-0.5,0.3467287400484241,0.14599609375,net_reduced_on_KO,-6,,12,0.46001015855378646
IFITM1,-0.5,0.3467287400484241,0.14599609375,net_reduced_on_KO,-6,,12,0.46001015855378646
PMM1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PDHX,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
TM9SF4,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PSME4,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
HYAL2,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PRXL2C,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
POU5F1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PNPLA2,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
TMIGD2,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PDE8A,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PSD4,-0.5,0.3467287400484241,0.14599609375,net_reduced_on_KO,-6,,12,0.46001015855378646
MACROH2A1,-0.3333333333333333,0.4759210526315789,0.237884521484375,net_reduced_on_KO,-6,,18,0.32246508351917164
LRRC57,-0.5,0.3467287400484241,0.14599609375,net_reduced_on_KO,-6,,12,0.46001015855378646
ERCC8,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
POU2F2,-0.25,0.5614621040998425,0.3074562549591064,net_reduced_on_KO,-6,,24,0.2506795511313365
LYSMD1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
HYCC2,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PLOD1,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
SMAP1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PLEKHA1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
PEAK3,-0.375,0.4759210526315789,0.210113525390625,net_reduced_on_KO,-6,,16,0.32246508351917164
SERPINB1,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
SERF1B,-0.1363636363636363,0.7458827935376214,0.4513808323961257,net_reduced_on_KO,-6,,44,0.12732941129270825
LMO7,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
IFITM5,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
DUS2,-0.75,0.1986360160114553,0.0703125,net_reduced_on_KO,-6,,8,0.7019420038924375
PECR,-0.6,0.2941333643122676,0.109375,net_reduced_on_KO,-6,,10,0.5314557095464375
PSMB10,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
SLC25A19,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
KIAA1191,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
KIAA1328,-1.0,0.1044651109057301,0.03125,net_reduced_on_KO,-6,,6,0.981028730328837
RHOBTB2,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
GPANK1,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
MTRFR,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
ARPC5L,-0.3684210526315789,0.3930746080145459,0.1670684814453125,net_reduced_on_KO,-7,,19,0.4055250099966042
KCNIP3,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
NDRG3,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
RIMOC1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
ASAH1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
CLK4,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
GPAT3,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
CNDP2,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
GATC,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
CLYBL,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
MXRA7,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
RECK,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
ARMC10,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
KIR3DL2,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
KATNAL2,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
SUGP2,-0.5384615384615384,0.2539655669461704,0.09228515625,net_reduced_on_KO,-7,,13,0.5952251617224901
NAPEPLD,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
SLC25A40,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
CALHM2,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
WDPCP,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
CORO2A,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
CAPN7,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
SHPK,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
ITGB3BP,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
ARHGAP21,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
ITGAM,-0.2258064516129032,0.5283405197355431,0.2810415150597691,net_reduced_on_KO,-7,,31,0.27708608092248793
WASHC5,-0.5384615384615384,0.2539655669461704,0.09228515625,net_reduced_on_KO,-7,,13,0.5952251617224901
CNOT6,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
ARHGAP11A,-0.2413793103448276,0.5023178678138073,0.26493089646101,net_reduced_on_KO,-7,,29,0.29902137339345486
RHBDL1,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
RECQL,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
CCDC18,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
MAF1,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
KRTCAP2,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
HERC6,-0.5384615384615384,0.2539655669461704,0.09228515625,net_reduced_on_KO,-7,,13,0.5952251617224901
SLC8B1,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
SPCS1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
METTL25,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
C19orf38,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
LIN28A,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
VKORC1,-0.5384615384615384,0.2539655669461704,0.09228515625,net_reduced_on_KO,-7,,13,0.5952251617224901
RUBCN,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
IGFLR1,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
LIX1L,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
CEP72,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
SLX4IP,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
BCL2L12,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
SERAC1,-0.3684210526315789,0.3930746080145459,0.1670684814453125,net_reduced_on_KO,-7,,19,0.4055250099966042
HERC3,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
MDH1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
MFSD13A,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
BTF3L4,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
SAPCD2,-0.3684210526315789,0.3930746080145459,0.1670684814453125,net_reduced_on_KO,-7,,19,0.4055250099966042
MARCHF1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
LRRC20,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
LST1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
HMOX2,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
LYPLA1,-0.4117647058823529,0.3440261823959772,0.143463134765625,net_reduced_on_KO,-7,,17,0.4634085038314053
MAP2K5,-0.1891891891891892,0.5896054535557794,0.3240086000878364,net_reduced_on_KO,-7,,37,0.22943850812351607
ZCCHC3,-0.2413793103448276,0.5023178678138073,0.26493089646101,net_reduced_on_KO,-7,,29,0.29902137339345486
SDC4,-0.2121212121212121,0.5449534258509143,0.296206368599087,net_reduced_on_KO,-7,,33,0.2636406128798034
HPSE,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
MAFG,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
MAFB,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
BNIP3L,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
H4C16,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
H2AJ,-0.1228070175438596,0.7159830092578527,0.4270428565032552,net_reduced_on_KO,-7,,57,0.14509728366017707
STARD4,-0.3043478260869565,0.4759210526315789,0.2100396156311035,net_reduced_on_KO,-7,,23,0.32246508351917164
SH3BP1,-0.2258064516129032,0.5283405197355431,0.2810415150597691,net_reduced_on_KO,-7,,31,0.27708608092248793
CCDC30,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
MTAP,-0.4666666666666667,0.3038474462365591,0.1184692382812499,net_reduced_on_KO,-7,,15,0.5173444094401838
STAG3,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
MTA1,-0.4117647058823529,0.3440261823959772,0.143463134765625,net_reduced_on_KO,-7,,17,0.4634085038314053
UBE3B,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
KRTCAP3,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
CCDC32,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
CLEC16A,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
UBFD1,-0.2,0.5665522205593401,0.3105046590790153,net_reduced_on_KO,-7,,35,0.24676005392849926
CLDN3,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
ATG2B,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
ATG5,-0.4117647058823529,0.3440261823959772,0.143463134765625,net_reduced_on_KO,-7,,17,0.4634085038314053
IQCC,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
SLC38A5,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
SGTA,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
CCNT2,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
ATP8A1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
CIC,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
XYLT1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
GTF2A1,-0.0864197530864197,0.7745675340877143,0.5052364407669357,net_reduced_on_KO,-7,,81,0.11094071037349221
CIAO2A,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
ING4,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
UCKL1,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
YIF1B,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
GTSF1,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
C1orf122,-0.5384615384615384,0.2539655669461704,0.09228515625,net_reduced_on_KO,-7,,13,0.5952251617224901
CCNI2,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
SPRING1,-0.0510948905109489,0.8675802737623128,0.6083841068999604,net_reduced_on_KO,-7,,137,0.06169033113176059
CHCHD7,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
RNF25,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
TNFRSF1A,-0.1228070175438596,0.7159830092578527,0.4270428565032552,net_reduced_on_KO,-7,,57,0.14509728366017707
TUBA1A,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
TG,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
PARP12,-0.5384615384615384,0.2539655669461704,0.09228515625,net_reduced_on_KO,-7,,13,0.5952251617224901
PARP10,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
TICAM1,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
AGTPBP1,-0.3333333333333333,0.4340563564264252,0.1892471313476562,net_reduced_on_KO,-7,,21,0.36245387948275914
THYN1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
AIDA,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
FAM111A,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
FAM133B,-0.3043478260869565,0.4759210526315789,0.2100396156311035,net_reduced_on_KO,-7,,23,0.32246508351917164
TRIM23,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
PTTG1IP,-0.4117647058823529,0.3440261823959772,0.143463134765625,net_reduced_on_KO,-7,,17,0.4634085038314053
ZNF664,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
FAM216A,-0.4666666666666667,0.3038474462365591,0.1184692382812499,net_reduced_on_KO,-7,,15,0.5173444094401838
AKT2,-0.1891891891891892,0.5896054535557794,0.3240086000878364,net_reduced_on_KO,-7,,37,0.22943850812351607
PYM1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
ZNF530,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
RAB1B,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
TET3,-0.4666666666666667,0.3038474462365591,0.1184692382812499,net_reduced_on_KO,-7,,15,0.5173444094401838
AMMECR1,-0.4117647058823529,0.3440261823959772,0.143463134765625,net_reduced_on_KO,-7,,17,0.4634085038314053
FBXO33,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
FBXO9,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
ANKEF1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
TDRKH,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
ZNF576,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
TSHZ1,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
TCEANC2,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
RALGDS,-0.3333333333333333,0.4340563564264252,0.1892471313476562,net_reduced_on_KO,-7,,21,0.36245387948275914
FIZ1,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
PTGDS,-0.7777777777777778,0.1245203253525264,0.0390625,net_reduced_on_KO,-7,,9,0.9047597532431179
DDIT3,-1.0,0.0592200052392595,0.015625,net_reduced_on_KO,-7,,7,1.2275315585242037
PDE3B,-0.2258064516129032,0.5283405197355431,0.2810415150597691,net_reduced_on_KO,-7,,31,0.27708608092248793
PSENEN,-0.6363636363636364,0.1887266678748126,0.0654296875,net_reduced_on_KO,-7,,11,0.7241667278553954
PLEKHF2,-0.4117647058823529,0.3440261823959772,0.143463134765625,net_reduced_on_KO,-7,,17,0.4634085038314053
