gene,is_ctx_specific,delivery_modality,polarity,kinetic_archetype,avoid_tier,n_avoid_flags,avoid_flags,n_concept_modules,stimulation_gated,ctx_specific_de,de_Rest,de_Stim8hr,de_Stim48hr,loeuf,pli,breadth_max_de
SINHCAF,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,1153.0,58.0,1211.0,411.0,,,1211.0
SIRT7,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,103.0,120.0,111.0,17.0,0.857,0.0005562,120.0
SKA2,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,266.0,8.0,274.0,78.0,1.896,1.996e-07,274.0
SLAMF7,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,early_transient(早期瞬態),clear,0,,0,False,63.0,45.0,108.0,2.0,0.708,0.03635,108.0
SLC16A1,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,late_sustained(晚期持續),clear,0,,0,False,382.0,5.0,1.0,387.0,0.821,0.00073565,387.0
SLC17A5,False,抗體 (表面但胞外域有限),repressor,early_transient(早期瞬態),clear,0,,0,False,232.0,237.0,267.0,5.0,1.044,6.8514e-10,267.0
SLC25A1,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),clear,0,,0,False,367.0,10.0,87.0,377.0,0.649,0.058829,377.0
SLC25A10,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),clear,0,,0,False,167.0,148.0,179.0,315.0,1.055,5.8727e-10,315.0
SLC25A26,False,抗體 (表面但胞外域有限),repressor,late_sustained(晚期持續),clear,0,,0,False,191.0,12.0,83.0,203.0,1.236,2.5832e-07,203.0
SLC25A28,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),caution,1,劑量敏感(pLI 0.93),0,False,136.0,6.0,20.0,142.0,0.369,0.92954,142.0
SLC25A3,False,抗體 (表面但胞外域有限),mixed,other(其他),clear,0,,0,False,71.0,76.0,26.0,5.0,0.623,0.074834,76.0
SLC25A32,False,抗體 (表面但胞外域有限),repressor,late_sustained(晚期持續),clear,0,,0,False,73.0,3.0,2.0,76.0,1.319,6.7625e-09,76.0
SLC25A51,False,抗體 (表面但胞外域有限),mixed,other(其他),clear,0,,0,False,125.0,193.0,68.0,103.0,1.197,0.0032782,193.0
SLC27A3,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,188.0,188.0,0.0,1.0,1.48,5.2696e-22,188.0
SLC35A2,False,抗體 (表面但胞外域有限),mixed,other(其他),clear,0,,0,False,56.0,64.0,9.0,8.0,0.559,0.71792,64.0
SLC35D2,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,other(其他),clear,0,,0,False,88.0,89.0,1.0,2.0,1.596,5.8967e-13,89.0
SLC3A2,True,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,early_transient(早期瞬態),caution,1,泛效應(breadth top10%),0,True,2489.0,3.0,2492.0,52.0,0.8854389501607435,1.514479054207042e-07,2492.0
SLC4A7,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,late_sustained(晚期持續),caution,1,高遺傳約束(LOEUF 0.34),0,False,133.0,15.0,46.0,148.0,0.34,0.73616,148.0
SLC5A3,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.32); 劑量敏感(pLI 0.97),0,False,169.0,1.0,10.0,170.0,0.324,0.96739,170.0
SLC7A6,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,early_transient(早期瞬態),clear,0,,0,False,256.0,6.0,262.0,6.0,0.655,0.0097291,262.0
SLC9A6,False,抗體 (表面但胞外域有限),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.21); 劑量敏感(pLI 1.00),0,False,42.0,20.0,12.0,62.0,0.206,0.99833,62.0
SLF1,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,95.0,18.0,113.0,9.0,0.706,5.8495e-10,113.0
SLTM,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0,False,311.0,32.0,32.0,343.0,0.274,0.99785,343.0
SMAD3,False,小分子 (胞內可成藥口袋),repressor,other(其他),clear,0,,0,False,128.0,529.0,471.0,401.0,0.4,0.79796,529.0
SMAD4,False,小分子 (胞內可成藥口袋),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0,False,89.0,114.0,25.0,74.0,0.222,0.99881,114.0
SMAD7,False,待新模態 (無已知遞送方式),activator,other(其他),clear,0,,0,False,335.0,335.0,0.0,3.0,0.507,0.54854,335.0
SMAGP,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,other(其他),clear,0,,0,False,56.0,72.0,28.0,16.0,1.324,0.25441,72.0
SMARCA4,True,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.06); 劑量敏感(pLI 1.00),1,False,261.0,40.0,165.0,301.0,0.055,1.0,301.0
SMARCA5,False,待新模態 (無已知遞送方式),mixed,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.19); 劑量敏感(pLI 1.00),0,False,2650.0,2786.0,1996.0,136.0,0.1901104812110659,1.0,2786.0
SMARCB1,False,小分子 (胞內可成藥口袋),mixed,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0,False,1093.0,2130.0,1921.0,1037.0,0.22,0.9971,2130.0
SMARCC1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0,False,63.0,138.0,131.0,201.0,0.116,1.0,201.0
SMARCD1,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.21); 劑量敏感(pLI 1.00),0,False,47.0,101.0,54.0,84.0,0.206,0.99947,101.0
SMARCD2,False,待新模態 (無已知遞送方式),activator,other(其他),clear,0,,0,False,50.0,61.0,24.0,11.0,0.625,6.4893e-05,61.0
SMG1,False,小分子 (胞內可成藥口袋),repressor,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.07); 劑量敏感(pLI 1.00),0,False,650.0,2034.0,2684.0,1705.0,0.0748237416869631,1.0,2684.0
SMG7,False,待新模態 (無已知遞送方式),repressor,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0,False,763.0,1668.0,1765.0,905.0,0.219,0.99998,1765.0
SMG8,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,180.0,576.0,756.0,645.0,0.471,0.0072559,756.0
SMG9,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,592.0,420.0,941.0,1012.0,1.098,3.4628e-13,1012.0
SMIM7,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,unknown,clear,0,,0,,,,46.0,132.0,1.515,0.004848,132.0
SMS,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.97),0,False,42.0,74.0,53.0,32.0,0.305,0.97297,74.0
SNAP23,False,小分子 (胞內可成藥口袋),repressor,late_sustained(晚期持續),caution,1,劑量敏感(pLI 0.92),0,False,100.0,88.0,36.0,188.0,0.375,0.92412,188.0
SND1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.98),0,False,337.0,26.0,105.0,363.0,0.301,0.98213,363.0
SNPH,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.31); 劑量敏感(pLI 0.97),0,False,171.0,181.0,10.0,12.0,0.309,0.97082,181.0
SNRPB2,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,142.0,12.0,154.0,48.0,0.803,0.050625,154.0
SNTB1,False,待新模態 (無已知遞送方式),mixed,unknown,clear,0,,0,False,,197.0,16.0,,0.688,0.0010263,197.0
SNX1,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.93),0,False,63.0,64.0,3.0,1.0,0.344,0.93179,64.0
SOD2,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),clear,0,,0,False,67.0,6.0,73.0,7.0,0.753,0.15499,73.0
SOS2,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0,False,321.0,6.0,327.0,2.0,0.256,0.99955,327.0
SP1,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.10); 劑量敏感(pLI 1.00),0,False,278.0,129.0,222.0,407.0,0.1,0.99997,407.0
SP100,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,104.0,230.0,307.0,126.0,0.679,2.7583e-12,307.0
SP140L,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,1168.0,1170.0,3.0,2.0,0.795,6.7873e-09,1170.0
SP2,False,待新模態 (無已知遞送方式),mixed,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0,False,1289.0,382.0,1671.0,1021.0,0.219,0.99721,1671.0
SP3,False,待新模態 (無已知遞送方式),activator,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.15); 劑量敏感(pLI 1.00),0,False,97.0,16.0,14.0,113.0,0.146,0.99995,113.0
SPAG7,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,55.0,6.0,61.0,21.0,1.0,0.0006849,61.0
SPOP,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0,False,125.0,149.0,54.0,24.0,0.144,0.99922,149.0
SPSB2,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,49.0,52.0,35.0,3.0,1.001,0.02137,52.0
SRD5A3,False,抗體 (表面但胞外域有限),mixed,other(其他),clear,0,,0,False,45.0,54.0,9.0,9.0,0.973,0.00024941,54.0
SREBF2,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),clear,0,,0,False,86.0,7.0,12.0,93.0,0.382,0.20734,93.0
SRM,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),clear,0,,0,False,109.0,6.0,115.0,29.0,0.571,0.23479,115.0
SRP9,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,233.0,2.0,235.0,3.0,0.904,0.41934,235.0
SRR,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,347.0,466.0,813.0,278.0,0.828,0.0057964,813.0
SRRD,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,164.0,37.0,133.0,201.0,1.581,1.8029e-08,201.0
SRSF10,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,770.0,377.0,1147.0,824.0,1.642,0.42275,1147.0
SRSF11,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0,False,428.0,507.0,79.0,88.0,0.233,0.99806,507.0
SRSF6,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),caution,1,劑量敏感(pLI 0.91),0,False,87.0,12.0,53.0,99.0,0.369,0.91099,99.0
SS18L2,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,424.0,8.0,4.0,432.0,1.598,0.01548,432.0
SSBP1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,1231.0,132.0,952.0,1363.0,0.904,0.0036396,1363.0
SSR2,False,小分子 (胞內可成藥口袋),repressor,other(其他),clear,0,,0,False,32.0,82.0,50.0,72.0,0.684,0.21478,82.0
SSR3,False,抗體 (表面但胞外域有限),repressor,other(其他),clear,0,,0,False,35.0,66.0,31.0,31.0,0.534,0.74736,66.0
STAG2,False,小分子 (胞內可成藥口袋),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.09); 劑量敏感(pLI 1.00),0,False,106.0,271.0,165.0,187.0,0.09,1.0,271.0
STAP1,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,74.0,74.0,0.0,1.0,1.021,1.6993e-05,74.0
STARD7,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,147.0,2.0,4.0,149.0,0.485,0.47179,149.0
STAT3,True,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.10); 劑量敏感(pLI 1.00),1,False,668.0,925.0,1370.0,1593.0,0.095,1.0,1593.0
STAT5A,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),1,False,252.0,9.0,19.0,261.0,0.202,0.99994,261.0
STAT6,True,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.99),1,True,1125.0,3.0,233.0,1128.0,0.296,0.98849,1128.0
STIM1,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,early_transient(早期瞬態),clear,0,,0,False,76.0,5.0,81.0,10.0,0.378,0.77534,81.0
STIP1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),0,False,417.0,1029.0,1008.0,1446.0,0.201,0.99987,1446.0
STK11,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 0.99),0,False,681.0,1086.0,1171.0,405.0,0.245,0.9934,1171.0
STK35,False,小分子 (胞內可成藥口袋),mixed,other(其他),clear,0,,0,False,61.0,95.0,34.0,37.0,0.532,0.48076,95.0
STOM,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,52.0,59.0,94.0,7.0,1.141,2.7047e-05,94.0
STRAP,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,泛效應(breadth top10%); 劑量敏感(pLI 0.90),0,False,850.0,1700.0,1216.0,850.0,0.375,0.90143,1700.0
STX16,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,929.0,216.0,1145.0,522.0,0.482,0.48261,1145.0
SUCLG1,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,108.0,2.0,110.0,69.0,0.876,0.00048193,110.0
SUGP1,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.27); 劑量敏感(pLI 1.00),0,False,79.0,95.0,107.0,16.0,0.271,0.99568,107.0
SUPT20H,False,小分子 (胞內可成藥口袋),repressor,other(其他),caution,1,泛效應(breadth top10%),0,False,876.0,3072.0,3948.0,3312.0,0.8022851299965428,4.354538789554109e-18,3948.0
SUPT3H,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,557.0,558.0,1.0,2.0,1.258,3.2442e-11,558.0
SYNCRIP,False,待新模態 (無已知遞送方式),activator,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.21); 劑量敏感(pLI 1.00),0,False,23.0,37.0,14.0,55.0,0.209,0.99939,55.0
SYVN1,False,抗體 (表面但胞外域有限),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0,False,87.0,114.0,201.0,93.0,0.171,0.9997,201.0
SZRD1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,283.0,36.0,88.0,319.0,0.672,0.59651,319.0
TADA1,False,小分子 (胞內可成藥口袋),repressor,other(其他),caution,1,泛效應(breadth top10%),0,False,705.0,2944.0,3649.0,3114.0,0.8285647409891969,9.554752210681992e-05,3649.0
TADA2A,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,272.0,9.0,53.0,281.0,0.847,9.2222e-09,281.0
TADA2B,False,小分子 (胞內可成藥口袋),repressor,other(其他),caution,1,泛效應(breadth top10%),0,False,1239.0,4681.0,5920.0,5260.0,0.5988324325843294,0.6498382645866219,5920.0
TAF13,False,待新模態 (無已知遞送方式),mixed,other(其他),caution,1,泛效應(breadth top10%),0,False,1152.0,2190.0,3342.0,2100.0,1.085,0.015944,3342.0
TAF6L,False,待新模態 (無已知遞送方式),repressor,other(其他),caution,1,泛效應(breadth top10%),0,False,1271.0,3368.0,4639.0,3486.0,0.516,0.070105,4639.0
TARS2,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),caution,1,泛效應(breadth top10%),0,False,1161.0,663.0,1824.0,777.0,0.841,1.2185e-12,1824.0
TASOR,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,88.0,286.0,374.0,360.0,,,374.0
TASP1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,45.0,23.0,35.0,68.0,0.424,0.60781,68.0
TATDN2,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,167.0,199.0,53.0,32.0,0.837,3.0137e-07,199.0
TBC1D10A,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,122.0,125.0,6.0,3.0,0.589,0.0042922,125.0
TBC1D14,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,102.0,103.0,1.0,2.0,0.457,0.039267,103.0
TBC1D31,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,50.0,18.0,68.0,10.0,0.857,8.6043e-20,68.0
TBL1X,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.31); 劑量敏感(pLI 0.98),0,False,72.0,61.0,133.0,61.0,0.309,0.97946,133.0
TBL1XR1,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.11); 劑量敏感(pLI 1.00),0,False,292.0,135.0,125.0,427.0,0.106,0.99995,427.0
TBPL1,False,待新模態 (無已知遞送方式),activator,late_sustained(晚期持續),clear,0,,0,False,34.0,24.0,26.0,58.0,0.693,0.37902,58.0
TBX21,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),1,False,363.0,40.0,308.0,403.0,0.226,0.99636,403.0
TCEAL1,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,543.0,484.0,1027.0,25.0,1.067,0.58578,1027.0
TCEAL3,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,454.0,454.0,0.0,44.0,0.673,0.73954,454.0
TEFM,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,58.0,30.0,69.0,88.0,0.519,0.51424,88.0
TENT2,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,1202.0,156.0,1358.0,61.0,0.772,8.6949e-08,1358.0
TENT5C,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,59.0,48.0,107.0,66.0,,,107.0
TEP1,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,1359.0,1363.0,192.0,4.0,0.838,4.383e-49,1363.0
TESK2,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,62.0,9.0,7.0,71.0,0.807,4.4552e-07,71.0
TESPA1,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),caution,1,泛效應(breadth top10%),0,False,1521.0,454.0,1975.0,141.0,0.7618234638627701,4.831720331482248e-06,1975.0
TET2,False,小分子 (胞內可成藥口袋),activator,other(其他),clear,0,,0,False,69.0,125.0,58.0,56.0,1.38,4.3334000000000004e-54,125.0
TFAM,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),caution,1,泛效應(breadth top10%),0,False,2620.0,341.0,818.0,2961.0,0.6748343213970932,0.2102456557495484,2961.0
TFAP4,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0,False,359.0,113.0,199.0,472.0,0.172,0.99731,472.0
TFB1M,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,True,865.0,1.0,7.0,866.0,1.4,6.3927e-10,866.0
TFDP1,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.32); 劑量敏感(pLI 0.97),0,False,160.0,280.0,440.0,122.0,0.318,0.97174,440.0
TFG,False,小分子 (胞內可成藥口袋),mixed,early_transient(早期瞬態),clear,0,,0,False,427.0,7.0,434.0,156.0,0.511,0.14061,434.0
TGFBRAP1,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,49.0,2.0,3.0,51.0,0.426,0.1651,51.0
TGIF2,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,102.0,4.0,2.0,106.0,1.104,0.13641,106.0
THAP11,False,待新模態 (無已知遞送方式),repressor,other(其他),caution,1,泛效應(breadth top10%),0,False,1105.0,1547.0,1298.0,442.0,0.468,0.82624,1547.0
THAP5,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,85.0,90.0,5.0,66.0,1.121,8.6157e-06,90.0
THRA,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,334.0,337.0,3.0,101.0,0.454,0.32748,337.0
THRAP3,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.19); 劑量敏感(pLI 1.00),0,False,940.0,1200.0,836.0,260.0,0.19,0.99998,1200.0
TIA1,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,160.0,68.0,228.0,5.0,0.441,0.27493,228.0
TIAL1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.11); 劑量敏感(pLI 1.00),0,False,184.0,54.0,216.0,238.0,0.112,0.99992,238.0
TIGAR,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,1010.0,1012.0,2.0,8.0,0.545,0.7348,1012.0
TIMM10,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,1227.0,1352.0,1056.0,125.0,1.847,0.0014821,1352.0
TIMMDC1,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),clear,0,,0,False,117.0,3.0,5.0,120.0,1.268,1.1142e-08,120.0
TIPARP,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.11); 劑量敏感(pLI 1.00),0,False,345.0,364.0,19.0,89.0,0.113,0.99991,364.0
TIPRL,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.34); 劑量敏感(pLI 0.95),0,False,505.0,894.0,1290.0,389.0,0.338,0.95372,1290.0
TM2D1,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,late_sustained(晚期持續),clear,0,,0,False,803.0,382.0,334.0,1185.0,1.115,0.00010999,1185.0
TM9SF3,False,抗體 (表面但胞外域有限),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.09); 劑量敏感(pLI 1.00),0,False,45.0,96.0,51.0,65.0,0.09,0.99999,96.0
TMED10,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),clear,0,,0,False,247.0,534.0,616.0,287.0,0.438,0.86011,616.0
TMED2,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,30.0,129.0,159.0,123.0,0.414,0.89231,159.0
TMED4,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,51.0,92.0,95.0,41.0,0.659,0.24339,95.0
TMEM123,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,early_transient(早期瞬態),clear,0,,0,False,70.0,72.0,142.0,35.0,0.623,0.64643,142.0
TMEM126B,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),clear,0,,0,False,413.0,28.0,50.0,441.0,1.635,0.00018551,441.0
TMEM131,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 1.00),0,False,79.0,91.0,12.0,33.0,0.244,0.99995,91.0
TMEM131L,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.96),0,False,179.0,83.0,204.0,262.0,0.302,0.95975,262.0
TMEM140,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,late_sustained(晚期持續),clear,0,,0,False,218.0,12.0,11.0,230.0,1.632,0.053997,230.0
TMEM167A,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,late_sustained(晚期持續),clear,0,,0,False,414.0,55.0,205.0,469.0,1.793,0.00042515,469.0
TMEM185A,False,抗體 (表面但胞外域有限),mixed,other(其他),clear,0,,0,False,37.0,65.0,34.0,28.0,1.074,0.016569,65.0
TMEM205,False,抗體 (表面但胞外域有限),repressor,early_transient(早期瞬態),clear,0,,0,False,63.0,68.0,110.0,5.0,0.912,0.030328,110.0
TMEM214,False,抗體 (表面但胞外域有限),repressor,late_sustained(晚期持續),clear,0,,0,False,645.0,110.0,649.0,755.0,0.804,6.4957e-10,755.0
TMEM245,False,抗體 (表面但胞外域有限),repressor,other(其他),clear,0,,0,False,199.0,202.0,12.0,3.0,0.593,3.6257e-06,202.0
TMEM263,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),clear,0,,0,False,244.0,7.0,13.0,251.0,1.791,0.0088522,251.0
TMEM265,False,抗體 (表面但胞外域有限),mixed,other(其他),clear,0,,0,False,263.0,278.0,23.0,15.0,,,278.0
TMEM30A,False,抗體 (表面但胞外域有限),repressor,early_transient(早期瞬態),clear,0,,0,False,459.0,332.0,791.0,44.0,0.77,0.0031923,791.0
TMEM33,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),clear,0,,0,False,61.0,25.0,5.0,86.0,0.842,0.0052903,86.0
TMEM44,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,late_sustained(晚期持續),clear,0,,0,False,55.0,0.0,4.0,55.0,1.445,7.1934e-16,55.0
TMEM79,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,early_transient(早期瞬態),clear,0,,0,False,379.0,251.0,630.0,58.0,1.223,4.3888e-06,630.0
TMEM86A,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,late_sustained(晚期持續),clear,0,,0,False,60.0,59.0,70.0,119.0,1.031,0.019183,119.0
TMEM87B,False,抗體 (表面但胞外域有限),repressor,other(其他),clear,0,,0,False,119.0,120.0,34.0,1.0,1.029,3.741e-13,120.0
