reactome_version,pathway_id,pathway_name,pathway_size_bg,expression_artifact_flag,n_rows_used
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-373752,Netrin-1 signaling,17,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-373753,Nephrin family interactions,16,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-373755,Semaphorin interactions,44,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-373760,L1CAM interactions,62,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-375165,NCAM signaling for neurite out-growth,26,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-375276,Peptide ligand-binding receptors,51,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-376176,Signaling by ROBO receptors,75,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,30,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-3781860,Diseases associated with N-glycosylation of proteins,18,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-3781865,Diseases of glycosylation,71,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-379716,Cytosolic tRNA aminoacylation,14,True,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-379724,tRNA Aminoacylation,29,True,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-379726,Mitochondrial tRNA aminoacylation,17,True,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-380108,Chemokine receptors bind chemokines,27,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-380259,Loss of Nlp from mitotic centrosomes,61,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,69,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,61,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-380287,Centrosome maturation,69,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,73,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,26,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,18,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,10,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-381038,XBP1(S) activates chaperone genes,40,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-381042,PERK regulates gene expression,22,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-381070,IRE1alpha activates chaperones,42,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-381119,Unfolded Protein Response (UPR),71,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,9,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,57,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),45,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,22,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",9,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-382551,Transport of small molecules,381,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-382556,ABC-family protein mediated transport,60,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-383280,Nuclear Receptor transcription pathway,32,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-3858494,Beta-catenin independent WNT signaling,95,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-388396,GPCR downstream signalling,250,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-388841,Regulation of T cell activation by CD28 family,174,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389356,Co-stimulation by CD28,45,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389357,CD28 dependent PI3K/Akt signaling,26,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389359,CD28 dependent Vav1 pathway,10,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389513,Co-inhibition by CTLA4,21,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389599,Alpha-oxidation of phytanate,6,False,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389661,Glyoxylate metabolism and glycine degradation,8,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389887,Beta-oxidation of pristanoyl-CoA,6,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-3899300,SUMOylation of transcription cofactors,38,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389948,Co-inhibition by PD-1,127,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,18,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,19,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,13,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-389977,Post-chaperonin tubulin folding pathway,12,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-390247,Beta-oxidation of very long chain fatty acids,9,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-390450,Folding of actin by CCT/TriC,5,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-390466,Chaperonin-mediated protein folding,60,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,29,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-390522,Striated Muscle Contraction,13,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-3906995,Diseases associated with O-glycosylation of proteins,22,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-390918,Peroxisomal lipid metabolism,22,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-391160,Signal regulatory protein family interactions,9,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-391251,Protein folding,64,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-391903,Eicosanoid ligand-binding receptors,9,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-391908,Prostanoid ligand receptors,6,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-392170,ADP signalling through P2Y purinoceptor 12,13,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-392451,G beta:gamma signalling through PI3Kgamma,18,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-392499,Metabolism of proteins,1294,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-392517,Rap1 signalling,10,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-392518,Signal amplification,21,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-392851,Prostacyclin signalling through prostacyclin receptor,11,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-3928662,EPHB-mediated forward signaling,30,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-3928663,EPHA-mediated growth cone collapse,14,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-3928664,Ephrin signaling,14,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-3928665,EPH-ephrin mediated repulsion of cells,28,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-397014,Muscle contraction,81,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-397795,G-protein beta:gamma signalling,23,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-399719,Trafficking of AMPA receptors,16,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",16,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-399954,Sema3A PAK dependent Axon repulsion,12,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-399955,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,11,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-399956,CRMPs in Sema3A signaling,9,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-399997,Acetylcholine regulates insulin secretion,6,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",14,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-400206,Regulation of lipid metabolism by PPARalpha,89,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-400451,Free fatty acids regulate insulin secretion,7,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-400508,"Incretin synthesis, secretion, and inactivation",9,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",6,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-400685,Sema4D in semaphorin signaling,19,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-4085001,Sialic acid metabolism,21,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-4085377,SUMOylation of SUMOylation proteins,28,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-4086398,Ca2+ pathway,42,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-4086400,PCP/CE pathway,56,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-4090294,SUMOylation of intracellular receptors,21,False,7
