target,pass_fraction,in_baseline,stability_class
ATP5MC1,0.4,False,BOUNDARY
ATP5MC2,0.0,False,NEVER
ATP5MC3,0.0,False,NEVER
ATP5ME,0.5,True,BOUNDARY
ATP5MF,0.6,True,BOUNDARY
ATP5MF-PTCD1,0.0,False,NEVER
ATP5MG,0.0,False,NEVER
ATP5PD,0.0,False,NEVER
ATP5PF,0.0,False,NEVER
ATP5PO,1.0,True,CORE
ATP6AP2,0.0,False,NEVER
ATP6V0A1,0.0,False,NEVER
ATP6V0A2,0.0667,False,FRAGILE
ATP6V0E1,0.0,False,NEVER
ATP6V0E2,0.0,False,NEVER
ATP6V1C2,0.0,False,NEVER
ATP6V1D,0.0,False,NEVER
ATP6V1E1,0.1,False,BOUNDARY
ATP6V1E2,0.0,False,NEVER
ATP6V1G2,0.0,False,NEVER
ATP7A,0.0,False,NEVER
ATP8A1,0.0,False,NEVER
ATP8A2,0.0,False,NEVER
ATP8B1,0.0,False,NEVER
ATP8B2,0.0,False,NEVER
ATP8B3,0.0,False,NEVER
ATP8B4,0.0,False,NEVER
ATP9A,0.0,False,NEVER
ATP9B,0.0,False,NEVER
ATPAF1,0.0,False,NEVER
ATPAF2,0.0,False,NEVER
ATPSCKMT,0.0,False,NEVER
ATRAID,0.0,False,NEVER
ATRN,0.0,False,NEVER
ATRX,1.0,True,CORE
ATXN1,0.0,False,NEVER
ATXN10,0.0,False,NEVER
ATXN1L,0.6667,True,BOUNDARY
ATXN2,0.0,False,NEVER
ATXN2L,1.0,True,CORE
ATXN3,0.0,False,NEVER
ATXN7L1,0.0,False,NEVER
ATXN7L2,0.0,False,NEVER
ATXN7L3,1.0,True,CORE
ATXN7L3B,0.0,False,NEVER
AUH,0.0,False,NEVER
AUNIP,0.0,False,NEVER
AUP1,1.0,True,CORE
AURKAIP1,0.0,False,NEVER
AUTS2,0.0,False,NEVER
AVEN,0.8333,True,BOUNDARY
AVIL,0.0,False,NEVER
AVL9,0.0,False,NEVER
AVPI1,0.0,False,NEVER
AVPR2,0.0,False,NEVER
AXIN1,0.0,False,NEVER
AXIN2,0.0,False,NEVER
AXL,0.0,False,NEVER
AZGP1,0.0,False,NEVER
AZI2,0.0,False,NEVER
AZIN1,0.0,False,NEVER
AZIN2,0.0,False,NEVER
B2M,0.0,False,NEVER
B3GALNT2,0.0,False,NEVER
B3GALT2,0.0,False,NEVER
B3GALT4,0.0,False,NEVER
B3GALT6,0.0,False,NEVER
B3GAT1,0.6667,True,BOUNDARY
B3GAT2,0.0,False,NEVER
B3GAT3,0.0,False,NEVER
B3GLCT,0.0,False,NEVER
B3GNT2,0.0,False,NEVER
B3GNT5,0.0,False,NEVER
B3GNT9,0.0,False,NEVER
B3GNTL1,0.0,False,NEVER
B4GALNT1,0.0,False,NEVER
B4GALNT3,0.1,False,BOUNDARY
B4GALNT4,0.0,False,NEVER
B4GALT1,0.2,False,BOUNDARY
B4GALT2,0.0,False,NEVER
B4GALT3,0.0,False,NEVER
B4GALT4,0.0,False,NEVER
B4GALT5,0.0,False,NEVER
B4GALT7,0.0,False,NEVER
B4GAT1,0.0,False,NEVER
B9D2,0.0,False,NEVER
BABAM1,0.0,False,NEVER
BABAM2,0.0,False,NEVER
BACE1,0.0,False,NEVER
BACH1,0.0,False,NEVER
BACH2,0.0,False,NEVER
BAD,0.0,False,NEVER
BAG1,0.0,False,NEVER
BAG2,0.0,False,NEVER
BAG3,0.0,False,NEVER
BAG4,0.0,False,NEVER
BAG5,0.0,False,NEVER
BAHD1,1.0,True,CORE
BAIAP2,0.0,False,NEVER
BAIAP2L1,0.0,False,NEVER
BAIAP2L2,0.0,False,NEVER
BAIAP3,0.0,False,NEVER
BAK1,0.0,False,NEVER
BAMBI,0.0,False,NEVER
BANK1,0.0,False,NEVER
BAP1,0.0,False,NEVER
BARHL1,0.0,False,NEVER
BARHL2,0.0,False,NEVER
BARX1,0.0,False,NEVER
BARX2,0.0,False,NEVER
BASP1,0.0,False,NEVER
BATF,0.1667,False,BOUNDARY
BATF2,0.0,False,NEVER
BATF3,0.0,False,NEVER
BAX,0.1,False,BOUNDARY
BAZ1A,0.5333,True,BOUNDARY
BAZ1B,0.0,False,NEVER
BAZ2A,0.0,False,NEVER
BAZ2B,0.0,False,NEVER
BBC3,0.0,False,NEVER
BBIP1,0.0,False,NEVER
BBLN,0.0,False,NEVER
BBS1,0.0,False,NEVER
BBS10,0.8,True,BOUNDARY
BBS12,0.0,False,NEVER
BBS2,0.0,False,NEVER
BBS4,0.0,False,NEVER
BBS7,0.0,False,NEVER
BBS9,0.0,False,NEVER
BBX,0.2,False,BOUNDARY
BCAP29,1.0,True,CORE
BCAP31,0.0,False,NEVER
BCAS3,0.0,False,NEVER
BCAS4,0.0,False,NEVER
BCAT1,0.0,False,NEVER
BCAT2,0.3333,False,BOUNDARY
BCDIN3D,0.0,False,NEVER
BCKDHA,0.0,False,NEVER
BCKDHB,0.0,False,NEVER
BCKDK,0.0,False,NEVER
BCL10,1.0,True,CORE
BCL11A,0.0,False,NEVER
BCL11B,0.0,False,NEVER
BCL2,0.0,False,NEVER
BCL2A1,0.0,False,NEVER
BCL2L1,0.0,False,NEVER
BCL2L11,0.0,False,NEVER
BCL2L12,0.0,False,NEVER
BCL2L13,0.0,False,NEVER
BCL2L14,0.0,False,NEVER
BCL2L2,0.0,False,NEVER
BCL3,0.3333,False,BOUNDARY
BCL6,0.6,True,BOUNDARY
BCL6B,0.0,False,NEVER
BCL7A,0.0,False,NEVER
BCL7B,0.0,False,NEVER
BCL7C,0.0,False,NEVER
BCL9,0.0,False,NEVER
BCL9L,0.0,False,NEVER
BCLAF1,1.0,True,CORE
BCOR,0.4,False,BOUNDARY
BCORL1,0.2,False,BOUNDARY
BCR,0.0,False,NEVER
BCS1L,0.0,False,NEVER
BDH1,0.0,False,NEVER
BDH2,0.0,False,NEVER
BDP1,0.0,False,NEVER
BEGAIN,0.4,False,BOUNDARY
BEND2,0.0,False,NEVER
BEND3,0.4,False,BOUNDARY
BEND4,0.0,False,NEVER
BEND5,0.0,False,NEVER
BEST1,0.0,False,NEVER
BEST4,0.0,False,NEVER
BET1L,0.0,False,NEVER
BEX1,0.0,False,NEVER
BEX2,0.0,False,NEVER
BEX3,1.0,True,CORE
BEX4,0.0,False,NEVER
BEX5,0.0,False,NEVER
BFAR,0.0,False,NEVER
BHLHA15,0.0,False,NEVER
BHLHA9,0.0,False,NEVER
BHLHE22,0.0,False,NEVER
BHLHE23,0.0,False,NEVER
BHLHE40,1.0,True,CORE
BHLHE41,0.0,False,NEVER
BICD1,0.0,False,NEVER
BICD2,0.0,False,NEVER
BICDL1,0.8,True,BOUNDARY
BICRA,0.0,False,NEVER
BICRAL,0.0,False,NEVER
BID,0.0,False,NEVER
BIK,0.0,False,NEVER
BIN1,0.0,False,NEVER
BIN2,0.0,False,NEVER
BIN3,0.0,False,NEVER
BIRC2,0.0,False,NEVER
BIRC3,0.0,False,NEVER
BIRC6,0.0,False,NEVER
BIVM,0.0,False,NEVER
BIVM-ERCC5,0.0,False,NEVER
BLCAP,0.0,False,NEVER
BLK,0.0,False,NEVER
BLM,0.0,False,NEVER
BLMH,0.0,False,NEVER
BLOC1S1,0.0,False,NEVER
BLOC1S2,0.4667,True,BOUNDARY
BLOC1S3,0.0,False,NEVER
BLOC1S4,0.4,True,BOUNDARY
BLOC1S5,0.0,False,NEVER
BLOC1S6,0.0,False,NEVER
BLTP1,0.0,False,NEVER
BLTP2,0.0,False,NEVER
BLTP3A,0.0,False,NEVER
BLTP3B,0.0,False,NEVER
BLVRA,0.0,False,NEVER
BLVRB,0.0,False,NEVER
BLZF1,1.0,True,CORE
BMAL1,0.0,False,NEVER
BMAL2,0.0,False,NEVER
BMERB1,0.0,False,NEVER
BMF,0.0,False,NEVER
BMI1,0.1333,False,BOUNDARY
BMP1,0.0,False,NEVER
BMP2K,0.0,False,NEVER
BMP6,0.0,False,NEVER
BMP8A,0.0,False,NEVER
BMP8B,0.0,False,NEVER
BMPR1A,0.0,False,NEVER
BMPR2,0.0,False,NEVER
BNC1,0.0,False,NEVER
BNC2,0.0,False,NEVER
BNIP2,0.0,False,NEVER
BNIP3,0.0,False,NEVER
BNIP3L,0.0,False,NEVER
BOD1,0.0,False,NEVER
BOD1L1,0.0,False,NEVER
BOK,0.0,False,NEVER
BOLA1,0.0,False,NEVER
BOLA2B,0.0,False,NEVER
BOLA3,0.0,False,NEVER
BORCS5,0.0,False,NEVER
BORCS6,0.0,False,NEVER
BORCS7,0.0,False,NEVER
BORCS8,0.0,False,NEVER
BORCS8-MEF2B,0.0,False,NEVER
BPGM,0.0,False,NEVER
BPHL,0.0,False,NEVER
BPIFA2,0.0,False,NEVER
BPNT1,0.0,False,NEVER
BPNT2,0.1,False,BOUNDARY
BPTF,0.8333,True,BOUNDARY
BRAF,0.0,False,NEVER
BRAP,0.0,False,NEVER
BRAT1,0.6667,True,BOUNDARY
BRCA1,0.0,False,NEVER
BRCC3,0.0,False,NEVER
BRD1,0.5,True,BOUNDARY
BRD10,0.6667,True,BOUNDARY
BRD2,0.0,False,NEVER
BRD3,0.0,False,NEVER
BRD4,0.0,False,NEVER
BRD7,0.8,True,BOUNDARY
BRD8,0.0,False,NEVER
BRD9,0.0,False,NEVER
BRF2,0.0,False,NEVER
BRI3BP,0.0,False,NEVER
BRIP1,0.0,False,NEVER
BRK1,1.0,True,CORE
BRME1,0.0,False,NEVER
BRMS1,0.0,False,NEVER
BRMS1L,0.0,False,NEVER
BROX,0.0,False,NEVER
BRPF1,1.0,True,CORE
BRPF3,0.0,False,NEVER
BRSK1,0.0,False,NEVER
BRWD1,0.4,False,BOUNDARY
BRWD3,0.0,False,NEVER
BSCL2,0.0,False,NEVER
BSDC1,0.0,False,NEVER
BSG,0.5,True,BOUNDARY
BSPRY,0.0,False,NEVER
BST1,0.0,False,NEVER
BST2,0.0,False,NEVER
BSX,0.0,False,NEVER
BTAF1,1.0,True,CORE
BTBD1,0.0,False,NEVER
BTBD10,0.0,False,NEVER
BTBD19,0.0,False,NEVER
BTBD2,0.2,False,BOUNDARY
BTBD3,0.0,False,NEVER
BTBD6,0.0,False,NEVER
BTBD7,0.0,False,NEVER
BTBD8,0.0,False,NEVER
BTD,0.0,False,NEVER
BTF3L4,0.0,False,NEVER
BTG1,0.0,False,NEVER
BTG2,0.0,False,NEVER
BTG3,0.0,False,NEVER
BTK,0.0,False,NEVER
BTLA,0.0,False,NEVER
BTN2A1,0.0,False,NEVER
BTN2A2,0.0,False,NEVER
BTN3A1,0.0,False,NEVER
BTN3A2,0.0,False,NEVER
BTN3A3,0.0,False,NEVER
BTNL9,0.0,False,NEVER
BTRC,0.0,False,NEVER
BUD23,0.0,False,NEVER
BUD31,0.0,False,NEVER
BZW1,0.0,False,NEVER
BZW2,0.8,True,BOUNDARY
C10orf88,0.0,False,NEVER
C10orf95,0.0,False,NEVER
C11orf21,0.0,False,NEVER
C11orf24,0.0,False,NEVER
C11orf54,1.0,True,CORE
C11orf58,0.0,False,NEVER
C11orf65,0.0,False,NEVER
C11orf68,0.0,False,NEVER
C11orf71,0.0,False,NEVER
C11orf96,0.0,False,NEVER
C11orf98,0.0,False,NEVER
C12orf43,0.0,False,NEVER
C12orf57,0.0,False,NEVER
C12orf75,0.0,False,NEVER
C12orf76,0.0,False,NEVER
C14orf119,0.0,False,NEVER
C14orf132,0.0,False,NEVER
C14orf28,0.0,False,NEVER
C14orf93,0.0,False,NEVER
C15orf39,0.0,False,NEVER
C15orf40,0.0,False,NEVER
C15orf48,0.0,False,NEVER
C15orf61,0.0,False,NEVER
C15orf62,0.0,False,NEVER
C16orf46,0.0,False,NEVER
C16orf54,0.0,False,NEVER
C16orf74,0.0,False,NEVER
C16orf86,0.0,False,NEVER
C16orf87,1.0,True,CORE
C16orf95,0.0,False,NEVER
C17orf107,0.0,False,NEVER
C17orf58,0.0,False,NEVER
C17orf67,0.0,False,NEVER
C17orf75,0.0,False,NEVER
C18orf21,0.0,False,NEVER
C18orf32,0.3,True,BOUNDARY
C18orf54,0.0,False,NEVER
C19orf12,0.0,False,NEVER
C19orf18,0.0,False,NEVER
C19orf33,0.0,False,NEVER
C19orf38,0.0,False,NEVER
C19orf44,0.0,False,NEVER
C19orf47,0.0,False,NEVER
C19orf48P,0.0,False,NEVER
C19orf53,0.0,False,NEVER
C19orf73,0.0,False,NEVER
C1D,0.6667,True,BOUNDARY
C1GALT1,0.0,False,NEVER
C1GALT1C1,0.0,False,NEVER
C1QA,0.0,False,NEVER
C1QB,0.0,False,NEVER
C1QBP,0.0,False,NEVER
C1QC,0.0,False,NEVER
C1QL3,0.0,False,NEVER
C1QTNF6,0.0,False,NEVER
C1R,0.0,False,NEVER
C1RL,0.0,False,NEVER
C1S,0.0,False,NEVER
C1orf115,0.0,False,NEVER
C1orf122,0.0,False,NEVER
C1orf131,0.0,False,NEVER
C1orf159,0.0,False,NEVER
C1orf162,0.0,False,NEVER
C1orf174,0.0,False,NEVER
C1orf198,0.0,False,NEVER
C1orf21,1.0,True,CORE
C1orf216,0.2,False,BOUNDARY
C1orf35,0.0,False,NEVER
C1orf43,0.0,False,NEVER
C1orf50,0.0,False,NEVER
C1orf52,0.0,False,NEVER
C1orf54,0.0,False,NEVER
C1orf56,0.0,False,NEVER
C1orf74,0.0,False,NEVER
C20orf202,0.0,False,NEVER
C20orf96,0.0,False,NEVER
C21orf58,0.0,False,NEVER
C21orf91,0.0,False,NEVER
C22orf23,0.0,False,NEVER
C22orf46P,0.0,False,NEVER
C2CD2L,0.4,True,BOUNDARY
C2CD3,0.0,False,NEVER
C2CD4D,0.0,False,NEVER
C2CD5,0.6,True,BOUNDARY
C2orf15,0.6667,True,BOUNDARY
C2orf42,0.0,False,NEVER
C2orf49,0.0,False,NEVER
C2orf68,0.0,False,NEVER
C2orf69,0.0,False,NEVER
C2orf74,0.0,False,NEVER
C2orf76,0.0,False,NEVER
C2orf88,0.0,False,NEVER
C3,0.0,False,NEVER
C3AR1,0.0,False,NEVER
C3orf18,0.0,False,NEVER
C3orf33,0.0,False,NEVER
C3orf38,0.0,False,NEVER
C3orf52,0.0,False,NEVER
C3orf62,0.0,False,NEVER
C4BPB,0.0,False,NEVER
C4orf19,0.0,False,NEVER
C4orf3,0.0,False,NEVER
C4orf33,0.0,False,NEVER
C4orf46,0.0,False,NEVER
C5AR1,0.0,False,NEVER
C5orf15,0.0,False,NEVER
C5orf24,0.0,False,NEVER
C5orf34,0.0,False,NEVER
C5orf58,0.0,False,NEVER
C5orf63,0.0,False,NEVER
C6orf120,0.6,True,BOUNDARY
C6orf136,0.0,False,NEVER
C6orf163,0.0,False,NEVER
C6orf226,0.0,False,NEVER
C6orf47,0.0,False,NEVER
C6orf62,0.3333,False,BOUNDARY
C6orf89,0.0,False,NEVER
C7,0.0,False,NEVER
C7orf50,0.0,False,NEVER
C8orf33,1.0,True,CORE
C8orf44,0.0,False,NEVER
C8orf58,0.0,False,NEVER
C8orf76,0.0,False,NEVER
C8orf82,0.0,False,NEVER
C8orf88,0.0,False,NEVER
C9orf40,0.0,False,NEVER
C9orf72,0.0,False,NEVER
C9orf78,0.0,False,NEVER
C9orf85,0.0,False,NEVER
CA1,0.0,False,NEVER
CA10,0.0,False,NEVER
CA11,0.0,False,NEVER
CA14,0.0,False,NEVER
CA2,0.0,False,NEVER
CA5B,0.0,False,NEVER
CA6,0.0,False,NEVER
CA7,0.0,False,NEVER
CA9,0.0,False,NEVER
CAAP1,0.3,True,BOUNDARY
CAB39,1.0,True,CORE
CAB39L,0.0,False,NEVER
CABIN1,0.8333,True,BOUNDARY
CABLES1,0.0,False,NEVER
CABLES2,0.0,False,NEVER
CABP4,0.0,False,NEVER
CABP5,0.0,False,NEVER
CACFD1,0.0,False,NEVER
CACHD1,0.0,False,NEVER
CACNA1A,0.0,False,NEVER
CACNA1C,0.0,False,NEVER
CACNA1D,0.0,False,NEVER
CACNA1E,0.0,False,NEVER
CACNA1H,0.0,False,NEVER
CACNA2D2,0.0,False,NEVER
CACNA2D4,0.0,False,NEVER
CACNB1,0.0,False,NEVER
CACNB2,0.0,False,NEVER
CACNB3,0.0,False,NEVER
CACNB4,0.0,False,NEVER
CACUL1,0.0,False,NEVER
CACYBP,0.0,False,NEVER
CAD,0.0,False,NEVER
CADM1,0.0,False,NEVER
CALCB,0.0,False,NEVER
CALCOCO1,0.0,False,NEVER
CALCOCO2,1.0,True,CORE
CALD1,0.0,False,NEVER
CALHM2,0.0,False,NEVER
CALHM6,0.4,False,BOUNDARY
CALM1,0.0,False,NEVER
CALM2,0.0,False,NEVER
CALM3,0.0,False,NEVER
CALML4,0.0,False,NEVER
CALML5,0.0,False,NEVER
CALR,0.6,True,BOUNDARY
CALU,0.0,False,NEVER
CALY,0.0,False,NEVER
CAMK1,0.4,True,BOUNDARY
CAMK1D,0.0,False,NEVER
CAMK2D,0.0,False,NEVER
CAMK2G,0.0,False,NEVER
CAMK2N1,0.0,False,NEVER
CAMK4,0.0,False,NEVER
CAMKK1,0.0,False,NEVER
CAMKMT,0.0,False,NEVER
CAMLG,0.0,False,NEVER
CAMSAP1,0.3333,False,BOUNDARY
CAMSAP2,0.0,False,NEVER
CAMTA1,0.0,False,NEVER
CAMTA2,0.0,False,NEVER
CAND1,1.0,True,CORE
CANT1,0.0,False,NEVER
CANX,0.3333,False,BOUNDARY
CAP1,0.6667,True,BOUNDARY
CAPG,0.0,False,NEVER
CAPN1,0.0,False,NEVER
CAPN10,0.0,False,NEVER
CAPN12,0.0,False,NEVER
CAPN15,0.0,False,NEVER
CAPN2,0.0,False,NEVER
CAPN3,0.0,False,NEVER
CAPN5,0.0,False,NEVER
CAPN7,0.0,False,NEVER
CAPNS1,0.0,False,NEVER
CAPRIN2,0.0,False,NEVER
CAPZA1,0.4,True,BOUNDARY
CAPZA2,0.0,False,NEVER
CARD11,0.0,False,NEVER
CARD16,0.0,False,NEVER
CARD17P,0.0,False,NEVER
CARD19,0.0,False,NEVER
CARD6,0.8,True,BOUNDARY
CARD8,0.0,False,NEVER
CARD9,0.0,False,NEVER
CARHSP1,0.0,False,NEVER
CARM1,1.0,True,CORE
CARMIL1,0.0,False,NEVER
CARMIL2,1.0,True,CORE
CARNMT1,0.6,True,BOUNDARY
CARNS1,0.0,False,NEVER
CARS2,0.3333,False,BOUNDARY
CASC3,0.8333,True,BOUNDARY
CASD1,0.0,False,NEVER
CASK,1.0,True,CORE
CASP1,0.0,False,NEVER
CASP10,0.0,False,NEVER
CASP2,0.0,False,NEVER
CASP3,0.0,False,NEVER
CASP4,0.0,False,NEVER
CASP6,0.0,False,NEVER
CASP7,0.0,False,NEVER
CASP8,0.0,False,NEVER
CASP9,1.0,True,CORE
CASS4,0.0,False,NEVER
CAST,0.0,False,NEVER
CASTOR1,0.0,False,NEVER
CAT,0.0,False,NEVER
CATSPER2,0.0,False,NEVER
CATSPERB,0.0,False,NEVER
CATSPERG,0.8333,True,BOUNDARY
CAV1,0.8,True,BOUNDARY
CAVIN1,0.0,False,NEVER
CAVIN2,0.0,False,NEVER
CAVIN3,0.0,False,NEVER
CBFA2T2,0.8333,True,BOUNDARY
CBFB,0.1667,False,BOUNDARY
CBL,0.0,False,NEVER
CBLB,1.0,True,CORE
CBLL1,0.8333,True,BOUNDARY
CBLN3,0.0,False,NEVER
CBR1,0.0,False,NEVER
CBR3,0.0,False,NEVER
CBR4,0.0,False,NEVER
CBS,0.0,False,NEVER
CBX1,0.3333,False,BOUNDARY
CBX2,0.0,False,NEVER
CBX3,0.8,True,BOUNDARY
CBX4,0.0,False,NEVER
CBX5,1.0,True,CORE
CBX6,0.0,False,NEVER
CBX7,0.0,False,NEVER
CBY1,0.0,False,NEVER
CC2D1A,0.0,False,NEVER
CC2D1B,0.0,False,NEVER
CCAR1,0.0,False,NEVER
CCAR2,0.0,False,NEVER
CCDC102A,0.0,False,NEVER
CCDC102B,0.0,False,NEVER
CCDC106,0.0,False,NEVER
CCDC107,0.0,False,NEVER
CCDC112,0.0,False,NEVER
CCDC117,0.0,False,NEVER
CCDC12,0.3333,False,BOUNDARY
CCDC120,0.0,False,NEVER
CCDC122,0.0,False,NEVER
CCDC124,0.0,False,NEVER
CCDC125,0.0,False,NEVER
CCDC126,0.0,False,NEVER
CCDC127,0.0,False,NEVER
CCDC134,1.0,True,CORE
CCDC136,1.0,True,CORE
CCDC137,0.0,False,NEVER
CCDC138,1.0,True,CORE
CCDC14,0.0,False,NEVER
CCDC141,0.0,False,NEVER
CCDC142,0.0,False,NEVER
CCDC144A,0.0,False,NEVER
CCDC15,0.0,False,NEVER
CCDC150,0.0,False,NEVER
CCDC152,0.0,False,NEVER
CCDC154,0.0,False,NEVER
CCDC159,0.0,False,NEVER
CCDC167,0.0,False,NEVER
CCDC169-SOHLH2,0.0,False,NEVER
CCDC171,0.0,False,NEVER
CCDC18,0.0,False,NEVER
CCDC180,0.0,False,NEVER
CCDC184,0.0,False,NEVER
CCDC186,0.0,False,NEVER
CCDC191,0.0,False,NEVER
CCDC22,1.0,True,CORE
CCDC25,0.0,False,NEVER
CCDC28A,0.0,False,NEVER
CCDC28B,0.0,False,NEVER
CCDC30,0.0,False,NEVER
CCDC32,0.0,False,NEVER
CCDC34,0.0,False,NEVER
CCDC39,0.0,False,NEVER
CCDC43,0.0,False,NEVER
CCDC47,0.0,False,NEVER
CCDC50,0.0,False,NEVER
CCDC51,0.0,False,NEVER
CCDC57,0.0,False,NEVER
CCDC59,0.1,False,BOUNDARY
CCDC6,0.6667,True,BOUNDARY
CCDC61,0.0,False,NEVER
CCDC65,0.0,False,NEVER
CCDC66,0.0,False,NEVER
CCDC69,0.0,False,NEVER
CCDC7,0.0,False,NEVER
CCDC71,0.0,False,NEVER
CCDC71L,0.0,False,NEVER
CCDC77,0.0,False,NEVER
CCDC78,0.0,False,NEVER
CCDC82,0.0,False,NEVER
CCDC85B,0.0,False,NEVER
CCDC85C,0.0,False,NEVER
CCDC88A,0.0,False,NEVER
CCDC88B,0.0,False,NEVER
CCDC88C,0.0,False,NEVER
CCDC9,0.2,False,BOUNDARY
CCDC90B,1.0,True,CORE
CCDC91,0.0,False,NEVER
CCDC92,0.0,False,NEVER
CCDC93,0.8,True,BOUNDARY
CCDC97,0.0,False,NEVER
CCHCR1,0.0,False,NEVER
CCL1,0.0,False,NEVER
CCL18,0.0,False,NEVER
CCL2,0.0,False,NEVER
CCL20,0.0,False,NEVER
CCL22,0.0,False,NEVER
CCL25,0.0,False,NEVER
CCL28,0.0,False,NEVER
CCL3,0.0,False,NEVER
CCL3L3,0.0,False,NEVER
CCL4,0.0,False,NEVER
CCL4L2,0.0,False,NEVER
CCL5,0.5333,True,BOUNDARY
CCM2,0.0,False,NEVER
CCN1,0.0,False,NEVER
CCNA1,0.0,False,NEVER
CCNA2,1.0,True,CORE
CCNB1,0.0,False,NEVER
CCNB1IP1,0.0,False,NEVER
CCNB2,0.0,False,NEVER
CCNC,1.0,True,CORE
CCND1,0.0,False,NEVER
CCND2,1.0,True,CORE
CCND3,1.0,True,CORE
CCNDBP1,0.0,False,NEVER
CCNE1,0.2,False,BOUNDARY
CCNE2,0.0,False,NEVER
CCNF,1.0,True,CORE
CCNG1,0.0,False,NEVER
CCNG2,0.0,False,NEVER
CCNH,0.0,False,NEVER
CCNI,0.0,False,NEVER
CCNI2,0.0,False,NEVER
CCNJ,0.0,False,NEVER
CCNK,0.5,True,BOUNDARY
CCNL1,0.0,False,NEVER
CCNL2,0.0,False,NEVER
CCNQ,0.5,True,BOUNDARY
CCNT1,0.1667,False,BOUNDARY
CCNT2,0.0,False,NEVER
CCNY,0.0,False,NEVER
CCNYL1,0.0,False,NEVER
CCP110,0.0,False,NEVER
CCPG1,0.0,False,NEVER
CCR1,0.0,False,NEVER
CCR10,0.0,False,NEVER
CCR2,0.0,False,NEVER
CCR4,0.9333,True,CORE
CCR5,0.0,False,NEVER
CCR6,0.0,False,NEVER
CCR7,0.0,False,NEVER
CCR8,0.0,False,NEVER
CCR9,0.0,False,NEVER
CCS,0.3333,False,BOUNDARY
CCSAP,0.0,False,NEVER
CCSER2,0.0,False,NEVER
CCZ1,0.0,False,NEVER
CCZ1B,0.0,False,NEVER
CD101,0.0,False,NEVER
CD109,0.0,False,NEVER
CD14,0.0,False,NEVER
CD151,0.0,False,NEVER
CD160,0.0,False,NEVER
CD163,0.0,False,NEVER
CD164,0.0,False,NEVER
CD177,0.0,False,NEVER
CD19,0.0,False,NEVER
CD2,1.0,True,CORE
CD200,0.0,False,NEVER
CD200R1,0.0,False,NEVER
CD22,0.0,False,NEVER
CD226,0.0,False,NEVER
CD24,0.0,False,NEVER
CD244,0.0,False,NEVER
CD247,1.0,True,CORE
CD248,0.0,False,NEVER
CD27,0.0,False,NEVER
CD274,1.0,True,CORE
CD276,0.0,False,NEVER
CD28,1.0,True,CORE
CD2AP,0.0,False,NEVER
CD2BP2,0.2667,False,BOUNDARY
CD300A,0.0,False,NEVER
CD300E,0.0,False,NEVER
CD300LF,0.0,False,NEVER
CD302,0.0,False,NEVER
CD320,0.0,False,NEVER
CD33,0.0,False,NEVER
CD36,0.0,False,NEVER
CD37,0.0,False,NEVER
CD38,0.0,False,NEVER
CD3D,0.0,False,NEVER
CD3E,0.5,True,BOUNDARY
CD3G,0.1667,False,BOUNDARY
CD4,0.0,False,NEVER
CD40,0.0,False,NEVER
CD40LG,0.0,False,NEVER
CD44,0.0,False,NEVER
CD46,0.0,False,NEVER
CD47,0.0,False,NEVER
CD48,0.0,False,NEVER
CD5,1.0,True,CORE
CD52,0.0,False,NEVER
CD53,0.0,False,NEVER
CD55,0.0,False,NEVER
CD58,0.0,False,NEVER
CD6,0.0,False,NEVER
CD63,0.0,False,NEVER
CD68,0.0,False,NEVER
CD69,0.0,False,NEVER
CD7,0.0,False,NEVER
CD70,0.0,False,NEVER
CD72,0.0,False,NEVER
CD74,0.0,False,NEVER
CD79A,0.0,False,NEVER
CD79B,0.0,False,NEVER
CD80,0.0,False,NEVER
CD81,0.0,False,NEVER
CD82,0.0,False,NEVER
CD83,0.0,False,NEVER
CD84,0.0,False,NEVER
CD86,0.0,False,NEVER
CD8A,0.0,False,NEVER
CD8B,0.0,False,NEVER
CD9,0.0,False,NEVER
CD93,0.0,False,NEVER
CD96,0.0,False,NEVER
CD99,0.0,False,NEVER
CD99L2,1.0,True,CORE
CDA,0.0,False,NEVER
CDADC1,1.0,True,CORE
CDC123,0.0,False,NEVER
CDC14A,0.0,False,NEVER
CDC25A,0.0,False,NEVER
CDC25B,1.0,True,CORE
CDC25C,0.0,False,NEVER
CDC34,0.4,False,BOUNDARY
CDC37,0.0,False,NEVER
CDC37L1,0.0,False,NEVER
CDC42,0.0,False,NEVER
CDC42BPA,0.0,False,NEVER
CDC42BPB,0.0,False,NEVER
CDC42BPG,0.0,False,NEVER
CDC42EP3,0.0,False,NEVER
CDC42EP4,0.0,False,NEVER
CDC42EP5,0.0,False,NEVER
CDC42SE1,0.0,False,NEVER
CDC42SE2,0.0,False,NEVER
CDCA2,0.0,False,NEVER
CDCA3,0.8333,True,BOUNDARY
CDCA4,0.0,False,NEVER
CDCA7,0.0,False,NEVER
CDCA7L,0.0,False,NEVER
CDCP1,0.0,False,NEVER
CDH1,0.0,False,NEVER
CDH23,0.0,False,NEVER
CDH24,0.0,False,NEVER
CDH3,0.0,False,NEVER
CDHR5,0.0,False,NEVER
CDIP1,0.0,False,NEVER
CDIPT,0.8333,True,BOUNDARY
CDK10,0.0,False,NEVER
CDK11A,0.0,False,NEVER
CDK12,0.0,False,NEVER
CDK13,1.0,True,CORE
CDK16,0.0,False,NEVER
CDK17,0.0,False,NEVER
